idn,akz,bbg,standort,signatur_g,signatur_a,titel,stuecktitel,umfang,f4243,f4256,f4241,f4105_9,f4105_g,ausleihcode,sig_komm,f4801_a,f4801_k,einrichtung,exemplar
1000018237,L-1530-169892549,Aal,DBSM/M/Klemm,"III 21, 21 a","III 21, 21 a","PRO PRI||MIS TYRONIBVS MORVM PVE=||rilis institutio : ex Quinitiliano, Erasmo, &|| alijs probatis autoribus Pictorij Villing: labore collecta|| 1530.", : ,"[15] u. [1] leer. Bl., Sign: A - B8",,,,,,,,,,1,02
100238494X,L-1530-177109114,Aal,DBSM/M/Klemm,"III 21, 21 a","III 21, 21 a",De colo||ribvs|| : , : ,"35 S., Sign.: A - C4, D6 [A mit 1 figürl. Holzschn. Initiale]",,,,,,,,,,1,02
1003501338,L-1532-180006444,Aal,DBSM/M/Klemm,"III 21, 21 a","III 21, 21 a",RVDI||MENTA ARITHMETI=||ces : , : ,"[28] Bl., Sign.: A - B8, C4, D8",,,,,,,,,,1,02
994801777,L-1533-157862615,Aal,DBSM/M/Klemm,"III 21, 21 c","III 21, 21 c",D. DIO||NYSII CARTHUSIANI SVM||mae Vitiorū & uirtutū libri duo|| Eiusdem De passionibus Animae li||berunus|| Eiusdem & De felicitate Animae li||ber un, : ,"Titelbl. m. zahlr. Holzschn.-Bordüre, -  [14]. 388 Bl. m. zahlr. Holzschn.-Initialien und Schluß-Holzschn.",,,,,,,,Mit hs. Eintr.,,1,02
998842877,L-1532-167049003,Aal,DBSM/M/Klemm,"III 21, 21 c","III 21, 21 c","D DIO||NYSII CARTHUSIA=||ni, Doctoris extatici vita, si=||mul & operum eius fidissi=||mus catalogus : ", : ,"Titelbl. m. Holzschn.-Bordüre, Bl. AII - GIII m. Holzschn.-Initialen, [1] Bl. m. Schluß-Holzschn.",,,,,,,,,,1,02
995935467,L-1525-161362591,Aal,DBSM/M/Klemm,"III 21, 21/b","III 21, 21/b","THEO||DORI GAZAE IN-||troductionis Grammaticae|| libri quatuor, unà cum|| interpretatione La||tina sanè quàm|| doctißima ... : ", : ,"[212] Bl., Bog. a2 - dd3",,,,,,,,Mit hs. Eintr.,,1,02
1066963983,L-1522-315494190,Aaf,DBSM/M/Klemm,"III 21, 22","III 21, 22",BEATIS||SIMI PATRIS NILI|| EPISCOPI ET MAR||tyris antiquissimi Sent?tiae mo=||rales egreco in latinum|| uersae.|| BILIBALDO PIR=||cheimero Norimbergen, : ,[12] Bl.,,,,,,,,,,1,02
1138379727,L-9999-414986288,Qd,DBSM/M/Klemm,"III 21, 23","III 21, 23",Sammelband mit Druckwerk und angebundener Handschrift : , : ,Band mit angebundenem Werk,,,,,,k,,"im DFG-Projekt MA_Handschriften UBL, 10.6.2021",,1,02
1138311480,L-9999-414828461,Qd,DBSM/M/Klemm,"III 21, 24","III 21, 24",Sammelband mit Werken von Rupertus Tuitensis : , : ,Band mit angebundenen Werken,,,,,,,,,,1,02
999011383,L-1557-167360604,Aal,DBSM/M/Klemm,"III 21, 24 a","III 21, 24 a","RITVVM|| ECCLESI||ASTICORVM SIVE SA||CRARVM CERIMONIARVM|| SS. Romanae Ecclesiae, Libri|| tres, non antè in Germa||nia impressi|| ... : cum Indice cop", : ,"[8], 312 Bl.",,,,,,,,,,1,02
1066957754,L-1526-315488379,Aaf,DBSM/M/Klemm,"III 21, 25","III 21, 25","MACRO||BII AVRELII THEODO-||SII VIRI CONSVLARIS|| IN SOMNIVM SCIPIONIS|| LIBRI DVO:|| ET SEPTEM EIVSDEM|| SATVRNALIORVM.|| Nunc denuo recogniti, & mul", : ,"[10],140 Bl.",,,,,,,,,,1,02
1066758786,L-1526-315181427,AaB,DBSM/M/Klemm,"III 21, 26","III 21, 26","A.GELLII|| LVCVLENTISS.|| SCRIPTORIS|| NOCTES|| ATTI||CAE|| Castigatae sunt emaculatae´q; diuersorum codicum colla-||tione, nec id tam? sine doctioris", : ,"[12]Bl.,202 S.,[7 statt 13]Bl.",,,,,,,,,,1,02
993901212,L-1531-153964464,Aal,DBSM/M/Klemm,"III 21, 27","III 21, 27","HENRICI|| CORNELII AGRIPPAE|| AB HETTESHEYM|| De incertitudine & vanitate|| scientia declamatio|| inuectiua, qua vniuersa illa sophorum gigantomachia|", : ,[208] Bl.,,,,,,,,Mit hs. Eintr.,,1,02
994000316,L-1527-154280437,Aal,DBSM/M/Klemm,"III 21, 28","III 21, 28",DIVI|| AVRELII AV-||GVSTINI DE SPIRITV|| ET LITERA LIBER|| VNVS.|| : , : ,[39] Bl.,,,,,,,,,,1,02
1066940754,L-1531-315468513,Aaf,DBSM/M/Klemm,"III 21, 29","III 21, 29","D. HAYMO/||NIS EPISCOPI HAL/||BERSTATTENSIS, DE VARIETATE|| librorum, siue de Amore coelestis|| patriae, libri III. nunc primu|| types excusi.|| : ", : ,[82] Bl.,,,,,,,,,,1,02
1066957185,L-1532-315487801,Aaf,DBSM/M/Klemm,"III 21, 30","III 21, 30","RABANI|| MAVRI MOGVNTI=||nensis Archiepiscopi, de Clericorum|| institutione & ceremonijs Ecclesiae, ex|| Veteri & Nouo Testamento, ad Hei=||stulphum A", : ,"216 S., [60] Bl.",,,,,,,,,,1,02
1066960682,L-1532-315491167,Aaf,DBSM/M/Klemm,"III 21, 31","III 21, 31",PHILO-||STRATI LEMNII SE||nioris Historiae de uita Apollonij : , : ,"[10] Bl., 460 S., [2] Bl.",,,,,,,,,,1,02
1000055183,L-1530-169953572,Aal,DBSM/M/Klemm,"III 21, 31 a","III 21, 31 a",M. ACCII|| PLAVTI SARSINATIS COMICI|| FESTIVISSIMI COMOEDIAE XX|| iam denuo diligentius recognitae.|| Restitura in mensum suum non pauca car||mina à n, : ,"758 S., [13] Bl.",,,,,,,,Mit hs. Eintr.,,1,02
1066778531,L-1536-315200499,Aaf,DBSM/M/Klemm,"III 21, 32","III 21, 32","DES. ERA-||SMI ROTERODAMI, DE DV-||plici Copia Verborum ac Rerum|| Commentarij duo multa|| accessione, novisqz for||mulis locuple||tati.|| Vnà cum Com", : ,"[8] Bl., 398 S.",,,,,,,,,,1,02
1066964254,L-1539-315494484,Aaf,DBSM/M/Klemm,"III 21, 33","III 21, 33",HOMILIAE|| ORTHODOXAE.|| Postill/ oder : , : ,"[4], CCXXXIIII, CCL Bl.",,,,,,,,,,1,02
993972926,L-1542-154112917,Aal,DBSM/M/Klemm,"III 21, 33 a","III 21, 33 a","Decalo||gi, sive decem||praeceptorum pia ma-||ximè diserissimaq́; exege-||sis : ", : ,"Titelholzschn., [62] Bl.",,,,,,,,,,1,02
1066964149,L-1544-315494360,Aaf,DBSM/M/Klemm,"III 21, 34","III 21, 34",EVANGE||LIA ET EPISTOLAE|| BREVIVSCVLIS QVIBVSDAM|| Hermanni Torrentini scho=||lijs illustrata.|| : , : ,[104] Bl.,,,,,,,,,,1,02
1066865841,L-1538-315324120,Aaf,DBSM/M/Klemm,"III 21, 35","III 21, 35","CONCILIVM|| DELECTORVM CARDINALI=||um & aliorum Praelatorum de emendanda EC||CLESIA, S.D.N.D. Paulo III. ipso : ", : ,[8] Bl.,,,,,,,,,,1,02
1066959803,L-1550-315490322,Aaf,DBSM/M/Klemm,"III 21, 36","III 21, 36"," CATALO=||GVS EXPEDITIO=||NIS REBELLIVM PRINCIPVM|| ac Ciuitatum Germa. sub duobus potißi=||mum generalib. Praefectis,|| Iohanne Friderico, Duce Elect", : ,[23] Bl.,,,,,,,,,,1,02
1066956804,L-1552-315487410,Aaf,DBSM/M/Klemm,"III 21, 37","III 21, 37",OPERA : , : ,"[14], CCCL Bl.",,,,,,,,Titelbl.beschädigt,,1,02
994422881,L-1560-155912321,Aal,DBSM/M/Klemm,"III 21, 38","III 21, 38","CATECHISMVS,|| SIVE SVMMA|| DOCTRINAE CHRI=||STIANAE,|| In vsum Christianae pueritiae, per quae||stiones recèns conscriptus, et|| nunc primùm editus .", : ,"[24] Bl., 476 S.",,,,,,,,,,1,02
1138320404,L-9999-414837339,Qd,DBSM/M/Klemm,"III 21, 39","III 21, 39",Sammelband : , : ,Band mit angebundenen Werken,,,,,,,,,,1,02
1194269303,L-2019-302374,Aa,DBSM/M/Klemm,"III 21, 40","III 21, 40","GRaduale, omnia sacre Misse Cantica,|| per totum annum, ad vsum et consue=||tudinẽ Ecclesie et Diocesis Monasteriẽsis,|| continens. iam primũ impressu", : ,CCXCV Blätter,,,,,,,,,,1,02
1066796890,L-1506-315217251,Aaf,DBSM/M/Klemm,"III 23, 1","III 23, 1",Vocabularius vtilissimus de floribus nominu hoc est vocabulis electis. fere omnia vocabula scitu dignitissima continens : , : ,[50] Bl.,,,,,,,,restauriert; umfangreiche hs. Eintragungen a. d. letzten Seite,,1,02
1066871019,L-1518-315328878,Aaf,DBSM/M/Klemm,"III 23, 2","III 23, 2",IOanis Reuchlin Phorcensis Sergius vel capitis caput : , : ,10 Bl.,,,,,,,,,,1,02
1066873984,L-1553-31533178X,Aaf,DBSM/M/Klemm,"III 24, 1","III 24, 1",Der recht Weg:|| Welche weg oder strasz/ der glaubig|| wandeln oder gehn soll...|| Auß den worten des|| Propheten Hieremie...|| Geprediget/|| Durch D., : ,"[12], 135, [1] Bl.",,,,,,,,"In Titel eingefügt ""alt"": Der alt recht Weg",,1,02
996193081,L-1553-161856195,Aal,DBSM/M/Klemm,"III 24, 1 a","III 24, 1 a","CAPITVLA|| ALIQVOT EX LIBEL-||lo uerè aureo Ioannis Gerso-||nis,...|| de imitatione|| Christi:|| PER [Nicolaus] MAMERANVM|| ; In gratiam simplicis ac ", : ,"[40] Bl., Sign.: A - E[8].",,,,,,,,,,1,02
1066960127,L-1555-315490640,Aaf,DBSM/M/Klemm,"III 24, 2","III 24, 2",Missale secundum|| ritum Augustensis ecclesie di||ligenter emendatum #[et] locupletatum:|| ac in meliorem ordinem #[qua...] an=||tehac digestum.|| Man, : ,"[28], 471 Bl.",,,,,,,,,,1,02
993903541,L-1558-153966785,Aal,DBSM/M/Klemm,"III 24, 3","III 24, 3","THRENODIA|| DE MORTE CA-||ROLI. V. ROM. IM-||PERATORIS, ET|| HISPANIARVM|| REGIS.|| AVTORE GEORGIO||AMERPACHIO.|| Cum Gratia et Priuilegio Imp.|| : ", : ,[10] Bl.,,,,,,,,,,1,02
1138060658,L-9999-414378555,Qd,DBSM/M/Klemm,"III 24, 4","III 24, 4",Sammelband : , : ,Band mit angebundenem Werk,,,,,,,,,,1,02
1066871884,L-1524-315329645,Aaf,DBSM/M/Klemm,"III 25, 1","III 25, 1",Wyder den falschge||nanten Ecclesiasten/ vñ warhafftigen Ertzketzer Mar||tinum Luther Emsers getrawe vñ nawe vorwar=||nung mit bestendiger vorlegung a, : ,[78] Bl.,,,,,,,,,,1,02
1066871523,L-1524-315329300,Aaf,DBSM/M/Klemm,"III 25, 2","III 25, 2", Antwurt|| Auff das lesterliche buch wi||der Bischoff Bēno zu Meis||sen/ vnd erhebung der hey=||ligē iungst außgegāgen.|| Emszer|| : , : ,[20] Bl.,,,,,,,,,,1,02
1132614945,L-1527-406933499,Aaf,DBSM/M/Klemm,"III 25, 3","III 25, 3","Das @naw testament nach lawt der Christlichen kirchen bewerten text, corrigirt, vnd widerumb zu recht gebracht. : ", : ,"[4], CXCVI Bl.",,,,,,,,,,1,02
1211119106,L-9999-678830347,Qd,DBSM/M/Klemm,"III 26, 1","III 26, 1","Sammelband mit ""Füllmaterial"" : ", : ,Band mit angebundenen Werken,,,,,,,,,,1,02
1138314196,L-9999-414831152,Qd,DBSM/M/Klemm,"III 28, 1","III 28, 1","Sammelband mit ""Füllmaterial"" : ", : ,Band mit angebundenen Werken,,,,,,,,,,1,02
106696050X,L-1524-315490993,Aaf,DBSM/M/Klemm,"III 28, 2","III 28, 2",Ein @Sermon gepredi||get vom Pawren zu Werdt/ bey|| N#[ue]rmberg/ am Sontag vor|| Faßnacht/ von dem freyen willen des Menschen|| : , : ,[4] Bl.,,,,,,,,,,1,02
1066961581,L-1524-315491981,Aaf,DBSM/M/Klemm,"III 28, 3","III 28, 3",Mich wundert das|| kein gelt ihm|| land ist.|| Ein schimpflich doch vnschedlich ge=||sprech dreyer Landtfarer/ vber yetz ge=||melten tyttel.|| Leße da, : ,[18] Bl.,,,,,,,,,,1,03
1066957673,L-1559-315488298,Aaf,DBSM/M/Klemm,"III 29, 2","III 29, 2",Was Geistliche vnd|| Weltliche Obrigkeit/ wider die|| offentliche Laster/ zu thun schuldig|| ist/ mit vnterscheidt beider|| Obrigkeit Ampt/|| vnd stra, : ,[4] Bl.,,,,,,,,,,1,02
1066962367,L-1560-315492740,Aaf,DBSM/M/Klemm,"III 29, 3","III 29, 3",Der @Jagteuffel/|| Bestendiger vnd Wolgegr#[ue]nd=||ter bericht/ wie fern die Jagten rechtmes=||sig/ vnd zugelassen. Vnd widerumb worin=||nen sie jtzi, : ,[98] Bl.,,,,,,,,,,1,02
1000941396,L-1554-171708245,Aal,DBSM/M/Klemm,"III 29, 4","III 29, 4","Einer @Christlichen|| Ordination, form vnd wei=||se, vnd was darzu|| gehörig|| : ", : ,"[28] Bl., Sign. A - G[4]",,,,,,,,,,1,02
994116683,L-1560-154524085,Aal,DBSM/M/Klemm,"III 29, 5","III 29, 5","Bekendtnis|| der Prediger in der|| Graffschafft Mansfelt, vnter|| den jungen Herren|| gesessen|| : Wider alle Secten, Rotten, vnd|| falsche Leren, wid", : ,"[8], 338, [2] Bl.",,,,,,,,Sign.: A[8]; B-Z[4] ; a-z[4] ;Aa-Z[4]; Aaa[4]-Rrr[2]. - Zeitgen. Schweinsldrbd m. Blinddruck,,1,02
1066962855,L-1514-315493143,Aaf,DBSM/M/Klemm,"III 30, 1","III 30, 1",Summa in totã phy||sicen: hoc est philosophiam naturalem|| conformiter siquidem vere sophie: que est Theologia|| per. D. Judocum Jsennachceñ in gymnas, : ,[306] Bl.,,,,,,,,,,1,02
995212651,L-1519-158978161,Aal,DBSM/M/Klemm,"III 30, 1 a","III 30, 1 a",Disputatio|| excellentium : , : ,[62] Bl.; Sign.: A6-P4,,,,,,,,,,1,02
995212384,L-1519-158977858,Aal,DBSM/M/Klemm,"III 30, 1 b","III 30, 1 b",Disputatio|| excellentium : D. doctor[um] Iohannis Eccij &|| Andree Carolostadij q[uae] cepta est Lipsie|| XXVII. Iunij an M.D.XIX, : ,[61] statt [62] Bl.; Sign. A6-P3,,,,,,,,Schluß fehlt,,1,02
1138242128,L-9999-41474702X,Qd,DBSM/M/Klemm,"III 30, 2","III 30, 2","Sammelband mit ""Füllmaterial"" : ", : ,Band mit angebundenen Werken,,,,,,,,,,1,02
996820817,L-1522-162909306,Aal,DBSM/M/Klemm,"III 30, 2 a","III 30, 2 a",Eyn @selig New iar|| von newen vñ alten|| gezceydten. Nyemandt|| beschwerlich : Me||nigklich troest||lich wye|| dann|| ann yem|| selbst luestig ; Alsz, : ,"[71], 1 leer. Bl., Sign.: A4 - S4",,,,,,,,,,1,02
1066936013,L-1546-315463899,Aaf,DBSM/M/Klemm,"III 30, 3","III 30, 3",Ein @erbermlich|| geschicht/ wie ein Spaniöli=||scher/ vnd Rhömischer Doc=||tor/ vmb des Euange=||lions willen/ seinen|| leiblichen bruder|| ermordt h, : ,[8] Bl.,,,,,,,,,,1,02
997856971,L-1523-165118105,Aal,DBSM/M/Klemm,"III 30, 4","III 30, 4","Eyn @Sermon [Lucas 21, 33] wid=||der des Bapsts Kuechen predy=||ger zu Vlm, die dan geprediget vnnd|| gelogen haben, der Bapst vnd pre=||laten mogen d", : ,[12] Bl.,,,,,,,,,,1,02
1066962987,L-1532-315493259,Aaf,DBSM/M/Klemm,"III 31, 1","III 31, 1","NOVA ME=||DICINAE METHODVS,|| nunc primu & condita & aedita,|| ex Mathematica ratione mor||bos Curandi. Ioanne Has||furto Virdungo, Me=||dico & Astrol", : ,"[4], 98, [3] Bl.",,,,,,,,,,1,02
1137649518,L-9999-413796930,Qd,DBSM/M/Klemm,"III 32, 1","III 32, 1","Sammelband mit ""Füllmaterial"" : ", : ,Band mit angebundenem Werk,,,,,,,,,,1,02
1066940819,L-1507-315468572,Aaf,DBSM/M/Klemm,"III 32, 2","III 32, 2",Marci Vigerii Saonensis San Mariae trans tibe. praesbi. car. seno Gallien. Decachordvm christianvm : Iulio II Pont. Max. dicatum, : ,"[8], CCXLVI, [16] Bl.",,,,,,,,"im 19. Jahrhundert koloriert u. mit farb. Initialen versehen; zahlr. Zeigehände u. Randbemerkungen von alter Hand, teils durch Beschneiden d. Buchblocks abgeschnitten; auf d. Innenseite d. Vorderdeckels eingekl. Ausschnitt aus Antiquariatskat.",,1,02
1066874026,L-1509-315331828,Aaf,DBSM/M/Klemm,"III 33, 1","III 33, 1","Nicolai Leoniceni Vincentini De Plinii, & plurium aliorum medicorum in medicina erroribus opus primum. Eiusdem Nicolai Epistola ad Hermolaum barbarum ", : ,"[4], 95, [3] Bl.",,,,,,,,hs. Anm. am Rand,,1,02
106694072X,L-1504-315468483,Aaf,DBSM/M/Klemm,"III 34, 1","III 34, 1",Petri Criniti Commentarii de honesta discipline : , : ,[136] Bl.,,,,,,,,mit gelehrten Randbemerkungen des 16./17. Jahrhunderts,,1,02
1000120279,L-1514-170039528,Afl,DBSM/M/Klemm,"III 34, 1 a","III 34, 1 a",[Carmina],Vol. 1. : Ioannis Iouiani Pontani Vrania seu de stellis libri quinq[ue],"184, [4] Bl.",,,,,,,,,,1,02
1000072649,L-1517-169971295,Aal,DBSM/M/Klemm,"III 34, 1 b","III 34, 1 b",Plutarchi Cheronei Parallela : , : ,,,,,,,,,,,1,02
1002646235,L-1517-177752815,Aal,DBSM/M/Klemm,"III 34, 1 b","III 34, 1 b","Valerivs Max[imus]|| Exempla quattuor et ui=ginti nuper inuen-||ta ante caput de omibinus|| [Factorvm, ac dictorvm memorabilivm libri novem]|| Plutarc", : ,"[4], 231 [i.e. 227], [1]  Bl.",,,,,,,,,,1,02
1066940517,L-1520-315468297,Aaf,DBSM/M/Klemm,"III 34, 2","III 34, 2",Cornazano De re militari : , : ,184 Bl.,,,,,,,,,,1,02
1132655722,L-1549-406971676,Af,DBSM/M/Klemm,"III 34, 3","III 34, 3",La @spositione di M. Simon Fornari da Rheggio sopra l' Orlando Fvrioso di M. Lvdovico Ariosto,[1]. : ,"795, [3] S.",,,,,,,,,,1,02
1132655730,L-1550-406971684,Af,DBSM/M/Klemm,"III 34, 3","III 34, 3",La @spositione di M. Simon Fornari da Rheggio sopra l' Orlando Fvrioso di M. Lvdovico Ariosto,Pt. 2. : Della espositione sopra l' Orlando Fvrioso Parte seconda,345 S.,,,,,,,,,,1,02
1066937877,L-1551-315465670,Aaf,DBSM/M/Klemm,"III 34, 4","III 34, 4",Boezio Severino della consolazione della filosofia : , : ,"177, [1] S.",,,,,,,,,,1,02
1002893801,L-1553-178401951,Aal,DBSM/M/Klemm,"III 34, 5","III 34, 5",Petri Victorii variarvm lectionvm libri XXV : Cum Summi Pontif. & Cosmi Medicis Florent. Ducis II. Privilegio., : ,"[14] Bl., 410 S. [7] Bl.",,,,,,,,,,1,02
1066871000,L-1513-31532886X,Aaf,DBSM/M/Klemm,"III 35, 1","III 35, 1",Pavlina de recta Paschae celebratione : et De die passionis Domini nostri Iesv Christi, : ,[396] Bl.,,,,,,,,zahlr. hs. Marginalien,,1,02
993974147,L-1544-154114529,Aal,DBSM/M/Klemm,"III 36,13 a","III 36,13 a",Aristophanois eutrapelōta tu kōmōdiki eudeka : , : ,"[8] Bl., 286 S.",,,,,,,,,,1,02
1138244880,L-9999-414748743,Qd,DBSM/M/Klemm,"III 36, 1","III 36, 1",Sammelband mit zwei Werken von Thomas Murner : , : ,Band mit angebundenem Werk,,,,,,,,,,1,02
1066934975,L-1531-315462965,Aaf,DBSM/M/Klemm,"III 36, 2","III 36, 2",Guldin Bull/ Caroli|| des vierden/ weilant Römischen key=||ser. Reformation/...|| des h. Römischen Reichs/|| ...|| Keyser Friderichs Re=||formation al, : ,XXXI Bl.,,,,,,,,,,1,02
1066842191,L-1531-315301937,Aaf,DBSM/M/Klemm,"III 36, 3","III 36, 3","Die @Heymlicheytenn Alberti Magni, Allen Hebammen vnd kindtbaren Frawen dienlich. Des ... Ludouici Bonaciole von Ferrari, etzliche artzneien vnd rath,", : ,XXVIII Bl.,,,,,,,,,,1,02
1066963223,L-1531-315493496,Aaf,DBSM/M/Klemm,"III 36, 4","III 36, 4",Satzung/ Statuten vnd Ord=||nungen/ Best#[ae]ndiger/ gutter Regierung. Einer bil=||lichen/ ordenlichen Policei/ Jn ieden Rechten gegründtes Ebenbild. , : ,"[6], LXXX Bl.",,,,,,,,,,1,02
1001583299,L-1531-175175608,Aal,DBSM/M/Klemm,"III 36, 5","III 36, 5","Zwölff Sibyllenweis=||sagungen : vil wunderbarer Zukünfft ; von anfang|| biß zu end der Welt besagende|| ; Der Küngin von Saba, küng Salomo gethane Pr", : ,"[23] u. 1 leer. Bl., Sign. A - F4",,,,,,,,,,1,02
1066963320,L-1532-315493585,Aaf,DBSM/M/Klemm,"III 36, 5 a","III 36, 5 a",Zw#[oe]lff Sibyllen weissa=||gungen/ Vil wunderbarer Zukünfft/ Von anfang|| biß zu end der welt besagende.|| Der Künigiñ vonn Saba Künig Salo=||mon ge, : ,[23] Bl.,,,,,,,,,,1,02
1066874379,L-1533-315332182,Aaf,DBSM/M/Klemm,"III 36, 6","III 36, 6",Chronic|| von an vñ abgang : , : ,"[4], CXXVIII, [3] Bl.",,,,,,,,,,1,02
1066962065,L-1533-315492465,Aaf,DBSM/M/Klemm,"III 36, 7","III 36, 7","EPITOME|| CHRONICORVM, AC MA=||gis insignium Historiarum Mundi uelut In||dex: Ab orbe condito ad haec usque|| tempora. Ex probatissimis|| quibusque Au", : ,70[=69] Bl.,,,,,,,,,,1,02
999124927,L-1553-167584758,Aal,DBSM/M/Klemm,"III 36, 7a","III 36, 7a",[Thewerdanck|| Des Edlen|| Streitbaren Hel||den vnd Ritters|| Ehr vnd mannliche Thaten|| Geschichten vnd Gefehrlicheiten|| ...|| Mit schoenen Figuren , : ,"Bog. 4 [00 1], A - R6, S8 [00 S 6-8] = [4], CX Bl. [Titelbl. u. Bl.] CVIII-CX]",,,,,,,,"Titelbl. fehlt, Erg. nach Ausg. 1563 (Näheres s. Objekt)",,1,02
1066957878,L-1555-315488506,Aaf,DBSM/M/Klemm,"III 36, 8","III 36, 8",M. Elucidarius/ von|| allerhandt gesch#[oe]pffen Gottes/ den|| Engeln/ den Himeln/ Gestirns/ Planeten/ vnnd|| wie alle Creaturn geschaffen sein auff e, : ,[44] Bl.,,,,,,,,,,1,02
1066963533,L-1556-315493763,Aaf,DBSM/M/Klemm,"III 36, 9","III 36, 9",Das @groß Pla=||neten Buch.|| Darinn das Erst Theil sagt/ von natur/ eigen-||thumb vnd w#[ue]rckung der sieben Planeten/ vnd zw#[oe]lff zeichen des Hi, : ,"[4], lxxij Bl.",,,,,,,,,,1,02
1066962928,L-1560-315493194,Aaf,DBSM/M/Klemm,"III 36, 10","III 36, 10",Eigentlicher be=||richt/ der Erfinder aller|| ding/ Nemlich/|| Wie alle Geistliche vnnd Weltliche sachen/|| K#[ue]nste/ Handtwercker vnd H#[ae]ndel #[, : ,"[4], 490, [9] Bl.",,,,,,,,,,1,02
999174002,L-1555-16764758X,Aal,DBSM/M/Klemm,"III 36, 13","III 36, 13","Manual oder|| Handtbüchlin : Darin||nen die fürnembste Heubtartickel der|| warhafftigen Christlichen Lere, in Frage|| vnd Antwort gestellet seind, gem", : ,"[7] Bl., 220 S., [1] Bl.",,,,,,,,,,1,02
999514849,L-1553-168491079,Aal,DBSM/M/Klemm,"III 37, 5","III 37, 5",Von der vnzertren=||lichen voreynigung in einen Person|| beider naturn vnsers Herrn Jesu Christi|| Gottes vnd Marien Son|| Docto. Martini Lutheri beke, : ,"[26] Bl., Sign. A4 - G2",,,,,,,,,,1,02
994340486,L-1557-155411853,Aal,DBSM/M/Klemm,"III 38 C, 1","III 38 C, 1","Aischylon Tragōdiai Z Echolia : Aeschyli Tragoediae VII ; Quae cum omnes multoquam autes castigationes eduntur, tum vero una, quae mutila et decurtata", : ,"[4] Bl., 395 S.",,,,,,,,,,1,02
993918360,L-1550-154006726,Aal,DBSM/M/Klemm,"III 38 G, 1","III 38 G, 1","AELII AN-||TONII NEBRISSEN-||SIS RERVM A FERNANDO ET|| Elisabe Hispaniar. felicißimis Regibus gesta|| rū Decades duae, Necnō belli Nauariēsis|| libri ", : ,"Titelbl. m. Holzschn.-Wappen, [17] Bl., 197 Bl.",,,,,,,,,,1,02
1066960046,L-1523-315490578,Aaf,DBSM/M/Klemm,"III 38, 1","III 38, 1",Ain @hüpsche Chro=||nick von Heidnischen vñ Christen|| künigen/ der Teütschen vnd Welschen Francken/ dariñ|| nit allein die Troyanischen/Pipinischen v, : ,[40] Bl.,,,,,,,,,,1,02
1066871272,L-1522-315329106,Aaf,DBSM/M/Klemm,"III 39, 1","III 39, 1",Võ misbrauch|| Christlicher freyheyt durch Johan|| Eberlin von Gintzburgk ...|| : , : ,[8] Bl.,,,,,,,,,,1,02
99388282X,L-1505-153946822,Afl,DBSM/M/Klemm,"III 40, 1","III 40, 1",... Opus preclarissimum postillar[um] diui Alberti Magni|| Ratisponen̄ dum vixit Ep̄i:summi et incomporabilis|| Theologi:sup Quattuor Euāgelia ...|| a,1. : Super Matthei Euangeli||are postilla Alberti magni|| ...||,"CCXI Bl., [17] Bl. Titel u. Reg.",,,,,,,,,,1,02
993882900,L-1505-15394692X,Afl,DBSM/M/Klemm,"III 40, 1","III 40, 1",... Opus preclarissimum postillar[um] diui Alberti Magni|| Ratisponen̄ dum vixit Ep̄i:summi et incomporabilis|| Theologi:sup Quattuor Euāgelia ...|| a,2. : Super Marci Euange||liare Postilla|| Venerabilis domini: domini Al||berti magni ...,[5] Bl. nur Titel u. Reg.,,,,,,,,,,1,02
993882951,L-1505-153946962,Afl,DBSM/M/Klemm,"III 40, 1","III 40, 1",... Opus preclarissimum postillar[um] diui Alberti Magni|| Ratisponen̄ dum vixit Ep̄i:summi et incomporabilis|| Theologi:sup Quattuor Euāgelia ...|| a,3. : [Sp. I.] Prima et|| Secunda|| [Sp. II.] Partes Postille Super Euan||geliare Luce|| Venerabilis dn̄i:domini Alberti magni|| ...||,"Nebentitelbl., Fol. CLXXIIII-CCCXLIII, [43] Bl. Titel u. Reg.",,,,,,,,,,1,02
993883141,L-1505-153947101,Afl,DBSM/M/Klemm,"III 40, 1","III 40, 1",... Opus preclarissimum postillar[um] diui Alberti Magni|| Ratisponen̄ dum vixit Ep̄i:summi et incomporabilis|| Theologi:sup Quattuor Euāgelia ...|| a,4. : Postilla apprime ma||gistralis Super Jo||annis Euangeliare|| ...,[27] Bl. nur Titel u. Reg.,,,,,,,,,,1,02
993995845,L-1521-154137898,Aal,DBSM/M/Klemm,"III 40, 2","III 40, 2",Sant Augustins ausz||legung über den fünffunduier||zigsten Psalm der sich an||hebt|der herr ist vnser|| zůflucht vnd sterck|| geteutstht [!]|| durch G, : ,[11] Bl.,,,,,,,,,,1,02
1066800138,L-1535-31522004X,Aaf,DBSM/M/Klemm,"III 40, 3","III 40, 3","IN EPI||STOLAM S. PAVLI|| ad Galatas Commentarius,|| ex praelectione D.Mar||tini Luth.collectus.|| VITEBERGAE.|| M.D. XXXV.|| ...|| : ", : ,448 Bl.,,,,,,,,,,1,02
