idn,akz,bbg,standort,signatur_g,signatur_a,jahr,titel,stuecktitel,f4243,f4256,f4241,f4105_9,f4105_g,ausleihcode,sig_komm,f4801_a,f4801_k,bibliothek,einrichtung,exemplar
995277117,L-1794-159187257,Aal,DBSM/F/Klemm,Af 229,Af 229,1794,Catalogus bibliothecae viri illustrissimi atque excellentissimi Friderici Hern L. B. ab Einsiedel ... auctione publica vendendae Altenburgi a die 11 m, : ,,,,,,,,,,,1,02
995281173,L-1739-163735034,Aal,DBSM/F/Klemm,Da 171,Da 171,1739,"Ehren-Gedichte auf die Edle freye Kunst-Buchdruckerey, und Deren Ursprung, Fortgang und Nutzbarkeit, wessen sich deren Anverwandten, für andern Künste", : ,,,,,,,,,,,1,03
995290016,L-1740-159204895,Aal,DBSM/F/Klemm,Da 108,Da 108,1740,"Relation vom Wittenbergischen Buchdrucker-Jubiläo 1740 : Nebst einer historischen Nachricht von allen Wittenbergischen Buchdruckern, welche, seit Erfi", : ,,,,1044992719,Qd,,,,,,1,02
995360219,L-1768-159344859,Aal,DBSM/F/Klemm,"Cba 17, [1]","Cba 17, [1]",1768,"Épreuve de caractéres, qui se fondent dans la Nouvelle Fonderie de Lettres de J. Enschedé à Harlem : ", : ,,,,,,,,,,,1,02
995440433,L-1782-159528569,Aal,DBSM/F/Klemm,Af 7,Af 7,1782,Catalogus librorum Jo[hann] Augusti Ernesti : 28. Okt. 1782 in collegio rubro divendendorum ; [Auktionskat.], : ,,,,,,,,,,,1,02
995492824,L-1777-15961127X,Aal,DBSM/F/Klemm,Af 248,Af 248,1777,"Verzeichniß des Vorraths von Büchern, physikalischen und mathematischen Instrumenten auch Naturalien, weyl. Herrn Professor J[ohann] C[hristian] P[oly", : ,,,,,,,,,,,1,02
995497567,L-1651-159648467,Aal,DBSM/F/Klemm,Ea 134,Ea 134,1651,"Christliche Brunnen-Predigt ... [Leichenpredigt auf Philibert Brunn, Buchführer zu Tübingen, +13.2.1651] : ", : ,,,,,,,,Xerokopie,,,1,02
995519722,L-1796-159670721,Aal,DBSM/F/Klemm,Ad 13,Ad 13,1796,"Catalogo ragionato de' libri stampati in Vicenza, a suo territorio nel secolo XV : Con un' appendice de' libri de' Vicentini, o spettanti a Vicenza, c", : ,,,,,,,,,,,1,02
995568987,L-1791-160209501,Aal,DBSM/F/Klemm,Af 211,Af 211,1791,"Verzeichniß der von dem verstorbenen Königlichen Ober-Bergrath Herrn Johann Jakob Ferber hinterlassenen Büchersammlung, welche mit Anfang der vollen W", : ,,,,,,,,,,,1,02
995568987,L-1791-160209609,Aal,DBSM/F/Klemm,Af 211/a,Af 211/a,1791,"Verzeichniß der von dem verstorbenen Königlichen Ober-Bergrath Herrn Johann Jakob Ferber hinterlassenen Büchersammlung, welche mit Anfang der vollen W", : ,,,,,,,,,,,1,03
995603952,L-1779-160258847,Aal,DBSM/F/Klemm,Af 245,Af 245,1779,"Verzeichniß derer von dem verstorbenen Doctore Medicinae und Creyß-Physico Feldmann zu Neu=Ruppin nachgelassenen ... Büchern und Manuscripten, wie auc", : ,,,,,,,,,,,1,02
995609519,L-1677-160274141,Aal,DBSM/F/Klemm,Da 663,Da 663,1677,"Gottes heylbringende Drucker-Kunst ... : [Leichenpredigt auf Christoph Zipper, Buchdrucker zu Görlitz, gestorben 2. 10. 1677]", : ,,,,,,,,[Xerokopie],,,1,02
995613419,L-1740-160278929,Aal,DBSM/F/Klemm,Da 173,Da 173,1740,Das @dritte Jubilaeum einer löblichen Buchdrucher-Kunst : , : ,,,,,,,,,,,1,02
995719381,L-1793-160503345,Afl,DBSM/F/Klemm,Ad 59,Ad 59,1793,Catalogus codicum saeculo XV. impressorum qui in publica Bibliotheca Magliabechiana Florentiae adservantur,1 : ,,,,,,,,,,,1,03
995719454,L-1794-160503396,Afl,DBSM/F/Klemm,Ad 59,Ad 59,1794,Catalogus codicum saeculo XV. impressorum qui in publica Bibliotheca Magliabechiana Florentiae adservantur,2 : ,,,,,,,,,,,1,03
995719519,L-1795-160503450,Afl,DBSM/F/Klemm,Ad 59,Ad 59,1795,Catalogus codicum saeculo XV. impressorum qui in publica Bibliotheca Magliabechiana Florentiae adservantur,3 : ,,,,,,,,,,,1,03
995725683,L-1729-160593964,Aal,DBSM/F/Klemm,Ea 162,Ea 162,1729,"Gedächtniß-Rede bey dem seligen Abschiede ... [Leichenpredigt auf Heinrich Julius Elers, Inspektor d. Waisenhausbuchhandlung zu Halle, gestorben 13.9.", : ,,,,,,,,[Xerokopie],,,1,02
995725705,L-1784-160594006,Afl,DBSM/F/Klemm,Af 230,Af 230,1784,Catalogus librorum Henr[ici] Gottlieb Franckii philos. et iuris utriusque doctoris ... in Academia Lipsiensi prof. publ. ord. ... [Versteig. ab 18.7.1,1. : Historia Germaniae generalis et specialis,,,,,,,,,,,1,03
995725713,L-1784-160594014,Afl,DBSM/F/Klemm,Af 230,Af 230,1784,Catalogus librorum Henr[ici] Gottlieb Franckii philos. et iuris utriusque doctoris ... in Academia Lipsiensi prof. publ. ord. ... [Versteig. ab 18.7.1,"2. : Historia universalis, ius naturae et gentium ...",,,,,,,,,,,1,03
995725721,L-1784-160594022,Afl,DBSM/F/Klemm,Af 230,Af 230,1784,Catalogus librorum Henr[ici] Gottlieb Franckii philos. et iuris utriusque doctoris ... in Academia Lipsiensi prof. publ. ord. ... [Versteig. ab 18.7.1,"3. : Historia ecclesiastica, theologia [u. histor. Hilfswissenschaften,] ... philologia, philosophia ...",,,,,,,,,,,1,03
995725764,L-1750-160594073,Afl,DBSM/F/Klemm,Od 55,Od 55,1750,Catalogus Bibliothecae Bunavianae [des Heinrich Graf von Bünau],1. : Auctores antiquos ... exhibens,,,,,,,,,,,1,02
995725772,L-1753-160594081,Afl,DBSM/F/Klemm,Od 55,Od 55,1753,Catalogus Bibliothecae Bunavianae [des Heinrich Graf von Bünau],2. : Historiam universalem ... exhibens,,,,,,,,,,,1,02
995725780,L-1755-16059409X,Afl,DBSM/F/Klemm,Od 55,Od 55,1755,Catalogus Bibliothecae Bunavianae [des Heinrich Graf von Bünau],3. : Scriptores historiae ecclesiasticae exhibens,,,,,,,,,,,1,02
995771839,L-1742-160647525,Aal,DBSM/F/Klemm,Od 17,Od 17,1742,Bibliotheca Meibomiana hoc est Henrici Meibomii medici ac polyhistoris ... supellex libraria ... conspicua a Io[anno] Nicolao Frobesio : ... Accedit D, : ,,,,,,,,,,,1,02
995772142,L-1742-160647932,Aal,DBSM/F/Klemm,Od 17,Od 17,1742,De recte ordinanda bibliotheca prolusio philosophica : [De optima libros aut bibliothecam ordinandi ratione dissertatio], : ,,,,,,,,,,,1,02
995774315,L-1798-160650178,Aal,DBSM/F/Klemm,"Cba 20, [1]","Cba 20, [1]",1798,"A @Specimen of printing types by Fry, Steele, and Co : Letter founders to the Prince of Wales, Type - Street", : ,,,,,,,,,,,1,02
995776016,L-1785-160651697,Aal,DBSM/F/Klemm,"Cba 20, [2]","Cba 20, [2]",1785,A @Specimen of printing types : , : ,,,,,,,,,,,1,02
995778949,L-1771-160654491,Afl,DBSM/F/Klemm,Sa 23,Sa 23,1771,Alte Geschichte von Mainz,1. : Von Erbauung d. alten Vestung Maguntiacum bis zu d. Zeiten d. Trajanus,,,,,,,,,,,1,02
995779422,L-1735-160654882,Aal,DBSM/F/Klemm,"Od 171, [1]","Od 171, [1]",1735,"Bibliotheca Fuchsiana, sive catalogus librorum ... Pauli liber baronis de Fuchs ... quorum auctio publica Regiomonti Borussorum in aedibus instituetur", : ,,,,,,,,,,,1,02
995784043,L-1752-160726506,Afl,DBSM/F/Klemm,Ad 72,Ad 72,1752,Adparatus litterarius ubi libri partim antiqui partim rari recensentur,1 : ,,,,,,,,,,,1,02
995784698,L-9999-160727170,Afl,DBSM/F/Klemm,Ad 72,Ad 72,1752,Adparatus litterarius ubi libri partim antiqui partim rari recensentur,2 : ,,,,,,,,,,,1,02
995784736,L-1752-160727219,Afl,DBSM/F/Klemm,Ad 72,Ad 72,1752,Adparatus litterarius ubi libri partim antiqui partim rari recensentur,3 : ,,,,,,,,,,,1,02
99580897X,L-1816-168597128,Aal,DBSM/F/Klemm,Da 35,Da 35,1816,Geschichte der nach Rom entführten Heidelberger Bibliothek : , : ,,,,,,,,,,,1,02
995810036,L-1765-160853400,Aal,DBSM/F/Klemm,Ba 956,Ba 956,1765,"Verordnung des Herrn Friedrichs, Landgrafen zu Hessen, Fürsten zu ... wie es in Fürstenthümern u. Landen mit dem gestempelten Papier ... hinfüro gehal", : ,,,,,,,,,,,1,02
995812764,L-1553-160866332,Aal,DBSM/F/Klemm,Cb 5,Cb 5,1553,"Ein @nutzlich und wolgegrundt Formular, manncherley schöner Schriefften, als teutscher, lateinischer, griechischer unnd hebray͏̈scher Buchstaben, samp", : ,,,,,,,,,,,1,02
995817464,L-1747-160871158,Aal,DBSM/F/Klemm,Ba 1168,Ba 1168,1747,"Edict, wie es zur Aufnahme der einländischen Papier-Mühlen mit den Lumpen gehalten werden soll : De dato Berlin, den 15. Februarii 1747", : ,,,,,,,,,,,1,02
995819394,L-1777-160873134,Aal,DBSM/F/Klemm,Ba 456,Ba 456,1777,"Erneuertes und geschäftes Edict daß hinführo zum Besten der einländischen Papier-Mühlen, weder Lumpen, noch Papier-Mühlen, weder Lumpen, noch Papier-S", : ,,,,,,,,Fotokopie,,,1,02
995821380,L-1747-160875153,Aal,DBSM/F/Klemm,Ba 456,Ba 456,1747,"Edict, wie es zur Aufnahme der einländischen Papier-Mühlen mit den Lumpen gehalten werden soll : De dato Berlin, den 15. Februarii 1747", : ,,,,,,,,[Fotokopie],,,1,02
995829683,L-1766-160883865,Aal,DBSM/F/Klemm,Ba 8,Ba 8,1766,"Erneuertes und bestimmteres Stempel- und Carten-Edict de Dato Berlin, den 13ten May 1766 : ", : ,,,,,,,,,,,1,02
995833257,L-1710-160887585,Aal,DBSM/F/Klemm,Ba 505,Ba 505,1710,Stempel-Pappier : [[Stempelpapierordnung] gegeben zu Dreßden den 23. December 1710], : ,,,,,,,,,,,1,02
995834881,L-1796-160889359,Aal,DBSM/F/Klemm,Ba 953,Ba 953,1796,"Wir Friedrich Karl Joseph ... zu Mainz Erzbischof, des Hl. Röm. Reichs ... Erzkanzler u. Kurfürst ... haben ... wahrgenommen ... der Gebrauch des gest", : ,,,,,,,,,,,1,02
995875693,L-1745-161281702,Aal,DBSM/F/Klemm,"Cba 22, [1]","Cba 22, [1]",1745,Épreuve des caractères de la fonderie de Nicolas Gando : , : ,,,,,,,,,,,1,02
995881065,L-1812-161287190,Aal,DBSM/F/Klemm,"Cba 154, [2]","Cba 154, [2]",1812,"Schriftproben von J. C. Gantz, Schriftgießer in Jena : ", : ,,,,,,,,,,,1,02
995953945,L-1752-161381928,Afl,DBSM/F/Klemm,Ad 71,Ad 71,1752,Siegm. Jac. Baumgartens Nachrichten von merkwürdigen Büchern,"Bd. 12. : Vollständige Register einschl. der ""Nachrichten von einer Hallischen Bibliothek""",,,,,,,,,,,1,02
995955999,L-1797-161383963,Aal,DBSM/F/Klemm,"Af 189, [15]","Af 189, [15]",1797,Catalogus bibliothecae I. C. Gehleri [Johann Karl Gehler] med. et phil. Doctoris ... cum indice librorum aliorum in vaporario Collegii rubri a. d. 19., : ,,,,,,,,,,,1,02
995955999,L-1797-161384307,Aal,DBSM/F/Klemm,"Af 189, [15]/a","Af 189, [15]/a",1797,Catalogus bibliothecae I. C. Gehleri [Johann Karl Gehler] med. et phil. Doctoris ... cum indice librorum aliorum in vaporario Collegii rubri a. d. 19., : ,,,,,,,,Ahn. S. 71 - 78 fehlen,,,1,03
995989141,L-1785-161525857,Aal,DBSM/F/Klemm,Ad 40,Ad 40,1785,Nachrichten von den in der Regensburgischen Stadtbibliothek befindlichen merkwürdigen und seltenen Büchern aus dem fünfzehenden Jahrhundert : , : ,,,,,,,,,,,1,02
995995621,L-1780-16153385X,Aal,DBSM/F/Klemm,Ba 863,Ba 863,1780,"General-Nachweisung, wieviel Papiermühlen in den umstehend benannten Kriegs-und Domainen-Cammer-Bezirken vorhanden sind, mit wieviel Bütten jede arbei", : ,,,,,,,,,,,1,02
996011420,L-1787-161550614,Aal,DBSM/F/Klemm,Bd 197,Bd 197,1787,"Original letters, written during the Reigns of Henry VI, Edward IV. and Richard III. : ", : ,,,,,,,,,,,1,02
996050582,L-1742-161647332,Afl,DBSM/F/Klemm,Ac 16,Ac 16,1742,Theophili Georgi allgemeines europäisches Bücher-Lexicon,T. 1 : ,,,,,,,,,,,1,02
996050612,L-1742-161647375,Afl,DBSM/F/Klemm,Ac 16,Ac 16,1742,Theophili Georgi allgemeines europäisches Bücher-Lexicon,T. 2 : ,,,,,,,,,,,1,02
996050663,L-1742-161647421,Afl,DBSM/F/Klemm,Ac 16,Ac 16,1742,Theophili Georgi allgemeines europäisches Bücher-Lexicon,T. 3 : ,,,,,,,,,,,1,02
996050698,L-1742-161647456,Afl,DBSM/F/Klemm,Ac 16,Ac 16,1742,Theophili Georgi allgemeines europäisches Bücher-Lexicon,T. 4 : ,,,,,,,,,,,1,02
996050809,L-1750-16164757X,Afl,DBSM/F/Klemm,Ac 16,Ac 16,1750,Theophili Georgi allgemeines europäisches Bücher-Lexicon,Suppl. 1 : ,,,,,,,,,,,1,02
996071385,L-1741-161674836,Aal,DBSM/F/Klemm,Da 616,Da 616,1741,"Daß der Gläubigen Leben ein beständiges Beten sey ... : [Leichenpredigt auf Johann Christian Stremel, Buchdrucker in Zittau, gest. 14. 5. 1741]", : ,,,,,,,,Xerokopien,,,1,02
996202048,L-1828-161880657,Afl,DBSM/F/Klemm,Bb 122,Bb 122,1828,Allgemeine Encyclopädie der Wissenschaften und Künste in alphabetischer Folge von genannten Schriftstellern,"Sektion 3., T. 11 : O - Z, T. 1-24, ",", ",,,,,,,,,,1,02
996241698,L-1825-161935222,Aal,DBSM/F/Klemm,Da 16,Da 16,1825,Älteste Geschichte der Xylographie und der Druckkunst überhaupt besonders in der Anwendung auf den Bilddruck : Ein Beitr. z. Erfindungs-u. Kunstgeschi, : ,,,,,,,,,,,1,02
996266143,L-1817-161992773,Aal,DBSM/F/Klemm,Qg 38,Qg 38,1817,"Gesetz über die Preß-Freyheit, d. d. 30. Jan. 1817 : ", : ,,,,,,,,Xerokopie,,,1,02
996286225,L-1782-162014503,Aal,DBSM/F/Klemm,Ad 38,Ad 38,1782,"Verzeichnis der vor 1500 gedrukten, auf der öffentlichen Bibliothek zu Lübeck befindlichen Schriften : ", : ,,,,,,,,,,,1,02
996390073,L-9999-162082878,Aal,DBSM/F/Klemm,Cb 216,Cb 216,1796,NUOVO METODO E REGOLE|| per formare un bel Carattere|| all'uso moderno|| Giovao. Fresini Scrisse Gaetano Giarrè incise|| : , : ,,,,,,,,,,,1,02
996409041,L-1741-162115768,Aal,DBSM/F/Klemm,Ea 149,Ea 149,1741,"Letztes Ehrengedächtniß Herrn Johann Ludwig Gleditschens, vornehmen u. berühmten Buchändlers : [Leichenpredigt u. Nachrufe auf Johann Ludwig Gleditsch", : ,,,,1044992719,Qd,,,Xerokopie,,,1,02
996415750,L-1797-162124503,Aal,DBSM/F/Klemm,Af 246,Af 246,1797,"Catalogus librorum viri celeberrimi Pauli Diderici Giseke, M. D. physices & poeseos Prof., bibliothecarii primarii & c., quorum publica fiet auctio Ha", : ,,,,,,,,,,,1,02
996508686,L-1812-162205546,Aal,DBSM/F/Klemm,Af 284,Af 284,1812,Verzeichniß einer Sammlung gebunder Bücher ... welche als Nachlaß des in Hirschberg verstorbenen Herrn Archidiak. Glaubitz vom 27ten Januar dieses Jah, : ,,,,,,,,,,,1,02
996508686,L-1812-162205570,Aal,DBSM/F/Klemm,Af 284 a,Af 284 a,1812,Verzeichniß einer Sammlung gebunder Bücher ... welche als Nachlaß des in Hirschberg verstorbenen Herrn Archidiak. Glaubitz vom 27ten Januar dieses Jah, : ,,,,,,,,,,,1,03
996595643,L-1743-162360894,Afl,DBSM/F/Klemm,Ac 24,Ac 24,1743,Die @Merckwürdigkeiten  der Königlichen Bibliothek zu Dreßden,"Bd. 1, Sammel. 1-6 : , ",", ",,,,,,,,,,1,02
996595708,L-1744-162360975,Afl,DBSM/F/Klemm,Ac 24,Ac 24,1744,Die @Merckwürdigkeiten  der Königlichen Bibliothek zu Dreßden,"Bd. 2, Samml. 1-6 : , ",", ",,,,,,,,,,1,02
996595759,L-1746-162361041,Afl,DBSM/F/Klemm,Ac 24,Ac 24,1746,Die @Merckwürdigkeiten  der Königlichen Bibliothek zu Dreßden,"Bd. 3, Samml. 1-6 : , ",", ",,,,,,,,,,1,02
996596453,L-1775-162361823,Aal,DBSM/F/Klemm,Ga 73,Ga 73,1775,Johann Melchior Goezens Versuch einer Historie der gedruckten niedersächsischen Bibeln vom Jahr 1470 bis 1621 : , : ,,,,,,,,,,,1,02
996596453,L-1775-162361831,Aal,DBSM/F/Klemm,Ga 73 a,Ga 73 a,1775,Johann Melchior Goezens Versuch einer Historie der gedruckten niedersächsischen Bibeln vom Jahr 1470 bis 1621 : , : ,,,,,,,,,,,1,03
996596801,L-1777-162362293,Aal,DBSM/F/Klemm,Ad 169,Ad 169,1777,Johann Melchior Goezens Verzeichnis seiner Samlung [!] seltener und merhwürdiger Bibeln in verschiedenen Sprachen mit kritischen und literarischen Anm, : ,,,,,,,,,,,1,02
996597514,L-1755-162362978,Aal,DBSM/F/Klemm,Ga 69,Ga 69,1755,A @variant page in the Gutenberg Bible : , : ,,,,,,,,,,,1,02
99665819X,L-1815-162443080,Aal,DBSM/F/Klemm,Af 256,Af 256,1815,"Index librorum a viro illustrissimo, generosissimo, excellentissimo Jacob Friedrich L. B. de Fritsch olim Serenias : Ducis Saxon. a Consiliis Intimis ", : ,,,,,,,,,,,1,02
996658467,L-1732-162443277,Afl,DBSM/F/Klemm,Af 138,Af 138,1732,Catalogue des livres françois à vendre dans la boutique du Fürstenhaus à Leipzig chez Kaspar Fritsch, : [Hauptwerk],,1235076598,,,,,,Durchschoss. Ex. m. zeitgen. hs. Erg. u. Preiseinträgen; Einbd. aus Hs.-Makulatur d. 15. Jh.,,,1,02
996658505,L-1732-162443331,Afl,DBSM/F/Klemm,Af 138,Af 138,1732,Catalogue des livres françois à vendre dans la boutique du Fürstenhaus à Leipzig chez Kaspar Fritsch, : Suite,,1235076571,,,,,,,,,1,02
996768564,L-1818-162818831,Aal,DBSM/F/Klemm,Da 1092,Da 1092,1818,Annals of Parisian typography containing an account of the earliest typographical establishments of Paris; and notices and illustrations of the most r, : ,,,,,,,,Mit Exlibris Francisci S. Hewitt Seccombe. -  Bö-V. Kriegsverlust,,,1,02
996822887,L-1824-162912366,Afl,DBSM/F/Klemm,Jd 13 a,Jd 13 a,1824,Sammlung von Verzierungen in Abgüssen für die Buchdrucker-Presse zu haben bei F. W. Gubitz,1 : ,,,,,,,,,,,1,03
996822887,L-1824-162912374,Afl,DBSM/F/Klemm,Jd 13,Jd 13,1824,Sammlung von Verzierungen in Abgüssen für die Buchdrucker-Presse zu haben bei F. W. Gubitz,1 : ,,,,,,,,,,,1,04
996822917,L-1824-162912439,Afl,DBSM/F/Klemm,Jd 13 a,Jd 13 a,1824,Sammlung von Verzierungen in Abgüssen für die Buchdrucker-Presse zu haben bei F. W. Gubitz,2 : ,,,,,,,,,,,1,03
996822976,L-1826-162912447,Afl,DBSM/F/Klemm,Jd 13 a,Jd 13 a,1826,Sammlung von Verzierungen in Abgüssen für die Buchdrucker-Presse zu haben bei F. W. Gubitz,3 : ,,,,,,,,,,,1,03
996823840,L-1824-162912668,Afl,DBSM/F/Klemm,Jd 13 a,Jd 13 a,1824,Sammlung von Verzierungen in Abgüssen für die Buchdrucker-Presse zu haben bei F. W. Gubitz,4. : No 1273 - 1516,,,,,,,,,,,1,02
99682927X,L-1706-162927827,Aal,DBSM/F/Klemm,Od 159,Od 159,1706,"Bibliotheca exquitissimis libris in theologia, jure ... imprimis autem ... mss. codicum arabicae, graecae, latinae linguae ... a viro illustri domino ", : ,,,,,,,,,,,1,02
996912193,L-1761-16302300X,Hfl,DBSM/F/Klemm,Ba 748,Ba 748,1762,"Werkstätte der heutigen Künste, oder die neue Kunsthistorie","Bd. 2, Abhandlung 15 : Der @Pappiermacher",,,,,,,,,,,1,02
996912266,L-1761-163023085,Hfl,DBSM/F/Klemm,Ba 748,Ba 748,1765,"Werkstätte der heutigen Künste, oder die neue Kunsthistorie","Bd. 4, Abhandlung 32 : Die @Kunst, Pappe und gepappte Sachen zu verfertigen",,,,,,,,,,,1,02
996912525,L-1829-163023441,Aal,DBSM/F/Klemm,Af 247,Af 247,1829,"Verzeichniß der Bücher des verstorbenen Dr. Karl Gottfried Hagen, ... welche hieselbst den 26. April 1830 u. in den folgenden Tagen ... versteigert we", : ,,,,,,,,,,,1,02
99691630X,L-1798-16302779X,Afl,DBSM/F/Klemm,Af 228,Af 228,1798,Bibliotheca viri perill. ac generos Christ Joach. Halleri de Hallerstein etc.,P. 1 : ,,,,,,,,,,,1,02
996940782,L-1826-163062595,Afl,DBSM/F/Klemm,Ad 3,Ad 3,1826,"Repertorium bibliographicum, in quo libri omnes ab arte typographica inventa usque ad annum 1500 typis expressi ordine alphabetico vel simpliciter enu","Vol. 1., P. 1. : , A - B",", ",,,,,,,,,,1,02
996940820,L-1827-163062641,Afl,DBSM/F/Klemm,Ad 3,Ad 3,1827,"Repertorium bibliographicum, in quo libri omnes ab arte typographica inventa usque ad annum 1500 typis expressi ordine alphabetico vel simpliciter enu","Vol. 1., P. 2. : , C - G",", ",,,,,,,,,,1,02
996977872,L-1777-163139199,Aal,DBSM/F/Klemm,Ed 6,Ed 6,1777,"[Preußische Privilegien von 1714 - 1777 für das Verlagswerk:] Des Pepliers, Nouvelle Grammaire royale françoise et allemande : ", : ,,,,,,,,,,,1,02
997025727,L-1799-163241376,Aal,DBSM/F/Klemm,"Af 189, [16]","Af 189, [16]",1799,"Verzeichniß der Büchersammlung des sel. Herrn Johann Hedwigs, der Arzneygel. Doctors ... nebst einem Anhange von Büchern, aus allen Wissenschaften ...", : ,,,,,,,,,,,1,02
997041242,L-1818-163256969,Aal,DBSM/F/Klemm,Sb 22,Sb 22,1818,Allgemeine Übersicht der deutschen Kulturgeschichte bis zu Maximilian dem Ersten : Ein Anh. z. Geschichte dieses Kaisers, : ,,,,,,,,,,,1,02
997041773,L-1682-163257574,Aal,DBSM/F/Klemm,Ac 34,Ac 34,1682,"Bibliotheca Heinsiana, sive: Catalogus librorum, quos ... dum viveret, collegit Nicolaus Heinsius : ", : ,,,,,,,,,,,1,02
997061715,L-1790-163285128,Aal,DBSM/F/Klemm,Ad 34,Ad 34,1790,Verzeichniß alter Druckdenkmale der Bibliothek des uralten Benediktiner-Stifts zum H. Mang in Füeßen : , : ,,,,,,,,"Wertermittlung 28.10.2011: 350,00 EUR, Ketterer Kunst, Auktion 385",,,1,02
997078995,L-1823-163316260,Aal,DBSM/F/Klemm,Ja 12,Ja 12,1823,"Geschichte der Holzschneidekunst von den ältesten bis auf die neuesten Zeiten, nebst zwei Beil., enth. den Ursprung der Spielkarten u. e. Verzeichnis ", : ,,,,,,,,,,,1,02
997080477,L-1823-163317909,Afl,DBSM/F/Klemm,Ae 6,Ae 6,1823,"Praktisches Handbuch für Kupferstichsammler, oder Lexikon der vorzüglichsten u. beliebtesten Kupferstecher, Formschneider u. Lithographen, nebst Angab",1. : Max v. Fabrice. W. W. S. fec.; Guido v. Volckamer-Kirchensittenbach.,,,,,,,,,,,1,02
997080515,L-1823-16331795X,Afl,DBSM/F/Klemm,Ae 6,Ae 6,1823,"Praktisches Handbuch für Kupferstichsammler, oder Lexikon der vorzüglichsten u. beliebtesten Kupferstecher, Formschneider u. Lithographen, nebst Angab",2 : ,,,,,,,,,,,1,02
997156619,L-1725-163470383,Aal,DBSM/F/Klemm,Ba 686,Ba 686,1725,"[Papiermühle Heubsch, Verträge über Grundstückskauf der Besitzer vom 19.10.1725 u. vom 27.2.1747] : ", : ,,,,,,,,,,,1,02
997168811,L-1753-163483043,Aal,DBSM/F/Klemm,Bb 330,Bb 330,1753,Histoire Botanique de la papeterie : , : ,,,,,,,,[Maschinenschr.],,,1,02
997213175,L-1820-163500304,Aal,DBSM/F/Klemm,Cb 110,Cb 110,1820,"Unterricht in der Schoenschreibekunst der Deutsch, u. Latein Current, Kanzley, u. Fractur Schrift : ", : ,,,,,,,,,,,1,02
997215968,L-1786-163503206,Afl,DBSM/F/Klemm,Oa 28,Oa 28,1786,Versuch einer Beschreibung sehenswürdiger Bibliotheken Teutschlands nach alphabetischer Ordnung der Städte,1 : ,,,,,,,,,,,1,02
997216026,L-1787-163503265,Afl,DBSM/F/Klemm,Oa 28,Oa 28,1787,Versuch einer Beschreibung sehenswürdiger Bibliotheken Teutschlands nach alphabetischer Ordnung der Städte,2 : ,,,,,,,,,,,1,02
997216050,L-1788-16350329X,Afl,DBSM/F/Klemm,Oa 28,Oa 28,1788,Versuch einer Beschreibung sehenswürdiger Bibliotheken Teutschlands nach alphabetischer Ordnung der Städte,3 : ,,,,,,,,,,,1,02
997216107,L-1791-163503346,Afl,DBSM/F/Klemm,Oa 28,Oa 28,1791,Versuch einer Beschreibung sehenswürdiger Bibliotheken Teutschlands nach alphabetischer Ordnung der Städte,4 : ,,,,,,,,,,,1,02
997225505,L-1827-163513171,Aal,DBSM/F/Klemm,Ba 249,Ba 249,1827,Geschichte der Zerstörung einer Fabrik falschen Preuß. Papiergeldes in England im Jahre 1821 und der deshalb in Berlin und London gefürhten Untersuchu, : ,,,,,,,,,,,1,02
997227893,L-1766-163515832,Aal,DBSM/F/Klemm,"Cba 45, [1]","Cba 45, [1]",1761,"Schrift-Probe oder kurtzes Verzeichniß dererjenigen deutsch-, lateinisch-, griechisch - und rußischen Schriften, welche seit 1755 sowol aus Deutschlan", : ,,,,,,,,,,,1,02
997238747,L-1823-16353473X,Aal,DBSM/F/Klemm,"Af 189, 1832","Af 189, 1832",1823,"Verzeichniß der hinterlassenen Büchersammlung des verstorbenen Joh[ann] Fried[rich] Beat[us] Höpffner, welche nebst einem Anhange von Büchern aus alle", : ,,,,,,,,,,,1,02
997241292,L-1638-163537445,Aal,DBSM/F/Klemm,"Ea 108, [1]","Ea 108, [1]",1638,Leich-Predigt über den Spruch Christi ... : , : ,,,,,,,,Xerokopie,,,1,02
997269502,L-1788-163574049,Aal,DBSM/F/Klemm,Af 252,Af 252,1788,"Verzeichniß derjenigen theologischen, juristischen, medicinischen ... Bücher und Dissertationen aus dem Nachlaße des Herrn D. J. Frd Hofmanns und Herr", : ,,,,,,,,,,,1,02
997270071,L-1697-163574650,Aal,DBSM/F/Klemm,Ea 135,Ea 135,1697,"Heilige Sterbens-Lust der  Kinder Gottes ... [Leichenpredigt auf Philibert Brunn, Buchhändler zu Tübingen, [gestorben] 16. 5. 1697] : ", : ,,,,,,,,Xerokopie,,,1,02
997272155,L-1826-163577005,Aal,DBSM/F/Klemm,"Dbb 74, [9]","Dbb 74, [9]",1826,C[hristian] Hoffmann's Buchdrucker-Presse von Gußeisen : mit 1 Kupf.-Taf., : ,,,,,,,,,,,1,02
997344385,L-1739-163690596,Aal,DBSM/F/Klemm,Dba 62,Dba 62,1739,"Der @bei Buchdruckery wohl unterwiesene Corrector, Oder: Kurtzer Unterricht für diejenigen, die Wercke, so gedruckt werden, corrigiren wollen, wie auc", : ,,,,,,,,,,,1,02
997383054,L-1797-163740690,Aal,DBSM/F/Klemm,Cd 26,Cd 26,1797,Erleichterte deutsche Stenographie : , : ,,,,,,,,,,,1,02
997383070,L-1797-163740704,Aal,DBSM/F/Klemm,Cd 26/2,Cd 26/2,1797,Erleichterte deutsche Stenographie : , : ,,,,,,,,,,,1,02
