idn,akz,bbg,standort,signatur_g,signatur_a,jahr,titel,stuecktitel,f4243,f4256,f4241,f4105_9,f4105_g,ausleihcode,sig_komm,f4801_a,f4801_k,bibliothek,einrichtung,exemplar
994444648,L-1823-155946420,Afl,DBSM/F/Bö,Bö C VII 2067/a,Bö C VII 2067/a,1823,Catalogue de la bibliothèque d'un amateur,"1. : Théologie, jurisprudence, sciences et arts",,,,,,,,,,,1,02
994444982,L-1827-155946676,Aal,DBSM/F/Bö,Bö F III 171,Bö F III 171,1827,"The @London Catalogue of books, with their sizes, prices, and publishers : containing the books publ. in London, and those altered in size or price, s", : ,,,,,,,,,,,1,02
994446128,L-1823-155948334,Afl,DBSM/F/Bö,Bö C VII 2067/a,Bö C VII 2067/a,1823,Catalogue de la bibliothèque d'un amateur,"2. : Belles-lettres, histoire; Suppl.",,,,,,,,,,,1,02
99444818X,L-1744-155950843,Aal,DBSM/F/Bö,Bö H 269,Bö H 269,1744,"[Catalogus derer Bücher, die wir gedruckt oder verhandelt haben und nicht in dem gedruckten Cataloge stehen, aber noch einige Exemplaria vorhanden sin", : ,,,,,,,,,,,1,02
994448651,L-1770-15595153X,Aal,DBSM/F/Bö,Bö E IV 328,Bö E IV 328,1770,"Catalogus verschiedener Bücher, so von dem Churfl. Büchercensurcollegio theils als religionswidrig, theils als denen guten Sitten, theils auch als den", : ,,,,,,,,,,,1,02
994454163,L-1774-155957740,Aal,DBSM/F/Bö,Bö E IV 343,Bö E IV 343,1774,Catalogus librorum a commissione Caes. Reg. Aulica prohibitorum : , : ,,,,,,,,durchschoss. m. einig. hs. Nachträgen,,,1,02
994454392,L-1776-155958011,Aal,DBSM/F/Bö,Bö E IV 344,Bö E IV 344,1776,Catalogus librorum a commissione Caes. Reg. aulica prohibitorum : cum privilegio S. C. R. Apost. Majestatis, : ,,,,,,,,,,,1,02
994454864,L-1673-15595864X,Aal,DBSM/F/Bö,Bö F III 725,Bö F III 725,1673,"Catalogus librorum quos Petrus Lambecius [Peter Lambeck] Hamburgensis, J. V. D., S. Caes. Maiestatis consiliarius, historiographus ac bibliothecarius,", : ,,,,,,,,Schenkung Kirchhoff,,,1,02
994455038,L-1725-155958895,Aal,DBSM/F/Bö,Bö F III 422,Bö F III 422,1725,"Catalogus rarissimorum et praestantissimorum librorum, qui in Thesauris Romano, Graeco, Italico, et Siculo continentur : secundum nomina auctorum per ", : ,,,,,,,,,,,1,02
994456182,L-1715-155960318,Aal,DBSM/F/Bö,Bö D VI 174,Bö D VI 174,1715,"Christophori Cellarii Epistolae selectiores et praefationes conlegit Jo. Georgius Walchius, qui et copiosiorem diatriben de dedicationibus librorum ve", : ,,,,,,,,,,,1,02
994467303,L-1533-15600612X,Aal,DBSM/F/Bö,Bö F III 382,Bö F III 382,1533,"Catalo-||gus oder Re-||gister aller Bücher|| vnd schrifften D.|| Mart[in] Luth[er] durch|| jn ausgelassen, vom|| jar M.D. XVIII. bis|| jns XXXIII : ", : ,,,,,,,,Schenkung Kirchhoff 1875; Mit zeitgen. hs. Eintr. d. Preise u.a. Zusätze,,,1,02
994467397,L-1609-156006189,Aal,DBSM/F/Bö,Bö C VIII 118 AA,Bö C VIII 118 AA,1609,"Catalogus singularis omnium librorum, qui in electoratu et ducatu Saxoniae hoc semestri typis excusi sunt & nundinis vernalibus anno 1609 Francofurti ", : ,,,,,,,,,,,1,02
994481780,L-1822-15602392X,Aal,DBSM/F/Bö,Bö B I 73/8°,Bö B I 73/8°,1822,"Lettre à M. Dacier, ... relative à l'alphabet des hiéroglyphes phonétiques employés par les Égyptiens pour inscrire sur leurs monuments les titres, le", : ,1024246299,,,,,,,,,,1,02
994481950,L-1811-15602411X,Aal,DBSM/F/Bö,Bö C III 47,Bö C III 47,1811,"Notice d'une édition de la danse macabre, antérieure à celle de 1486, et inconnue aux bibliographes : ", : ,,,,,,,,,,,1,02
994484046,L-1828-156026589,Aal,DBSM/F/Bö,Bö B III 1066,Bö B III 1066,1828,Mémoire su l'art du lithographe : , : ,,,,,,,,,,,1,02
994484151,L-1785-156026740,Afl,DBSM/F/Bö,Bö C V 173,Bö C V 173,1785,Charakteristik von Berlin,1. : ,,,,,,,,,,,1,02
994484178,L-1785-156026775,Afl,DBSM/F/Bö,Bö C V 173,Bö C V 173,1785,Charakteristik von Berlin,2 : ,,,,,,,,,,,1,02
994486456,L-1830-156029049,Aal,DBSM/F/Bö,Bö E IV 1564,Bö E IV 1564,1830,"La @Charte contitutionelle de la France du 4. juin 1814; et un appendice contenant les lois sur les Elections, du 2. Mai 1828, et sur les journaux et ", : ,,,,,,,,,,,1,02
994490895,L-1745-156045443,Aal,DBSM/F/Bö,Bö G I 35,Bö G I 35,1745,Bibliothecae Upsaliensis historia : , : ,,,,,,,,,,,1,02
994491360,L-1626-156045931,Aal,DBSM/F/Bö,Bö E IV 21,Bö E IV 21,1626,"Censvra et sentenza di dannatione fatte dalla Sorbona : Facoltà della Sacra Theologia di Parigi, con diuersi atti publici del Parlamento, contra il li", : ,,,,,,,,,,,1,02
994491395,L-1626-156045966,Aal,DBSM/F/Bö,Bö E IV 22,Bö E IV 22,1626,"Censvre de la sacrée Facvlté de Théologie de Paris, d'vn livre intitulé ""Antonij Sanctarelli ex Societate Iesu tractatus de Haeresi, Schismate, Aposta", : ,,,,,,,,,,,1,02
994492235,L-1749-156047039,Aal,DBSM/F/Bö,Bö G II 833,Bö G II 833,1749,"Bibliotheca selectissima variorum et insignium librorum, maximam partem nitidissime compactorum, quos ... collegit ... Jacobus Chion, verbi divini (du", : ,,,,,,,,,,,1,02
994493851,L-1772-156049074,Aal,DBSM/F/Bö,Bö B III 1009,Bö B III 1009,1772,"Nieuwe Manier om plaet-tekeningen in't koper te brengen, ... : Verciert met 2 plaeten", : ,,,,,,,,,,,1,02
994493908,L-1773-156049155,Aal,DBSM/F/Bö,Bö B III 1010,Bö B III 1010,1773,Neue Manier Kupferstiche von verschiedenen Farben zu verfertigen nach Art der Zeichnungen : , : ,,,,,,,,,,,1,02
994507313,L-1619-156065207,Aal,DBSM/F/Bö,Bö C VII 853/2°,Bö C VII 853/2°,1619,"Penu Tullianum, decem caellis [sic!] sive indicibus expromens : Quidquid uspiam divitiarum in operibus M[arci] Tullii Ciceronis a Jano Guilielmo et Ja", : ,,,,,,,,,,,1,02
994515898,L-1821-156356252,Afl,DBSM/F/Bö,Bö G II 327,Bö G II 327,1821,Catalogo ragionato dei libri d'arte e d'antichità posseduti dal Conte [Leopoldo] Cicognara,1 : ,,,,,,,,,,,1,02
99451591X,L-1821-156356279,Afl,DBSM/F/Bö,Bö G II 327,Bö G II 327,1821,Catalogo ragionato dei libri d'arte e d'antichità posseduti dal Conte [Leopoldo] Cicognara,2 : ,,,,,,,,,,,1,02
994518919,L-1782-156359901,Afl,DBSM/F/Bö,Bö G II 298,Bö G II 298,1782,Deliciae Cobresianae,(1) : ,,,,,,,,In zeitgenöss. Broschurumschl. - Ex. m. hs. Widmg d. Verf. f. d. Bibl. zu St. Ulrich u. Afra in Augsburg,,,1,02
994518935,L-1782-156359936,Afl,DBSM/F/Bö,Bö G II 298,Bö G II 298,1782,Deliciae Cobresianae,(2) : ,,,,,,,,In zeitgenöss. Broschurumschl. - Ex. m. hs. Widmg d. Verf. f. d. Bibl. zu St. Ulrich u. Afra in Augsburg,,,1,02
994519230,L-1774-156360276,Aal,DBSM/F/Bö,Bö B II 205,Bö B II 205,1774,"Eine @Erfindung, aus gedrucktem Papier wiederum nueus Papier zu machen, und die Druckerfarbe völlig heraus zu waschen : ", : ,,,,,,,,,,,1,02
994519532,L-1774-156360667,Aal,DBSM/F/Bö,Bö G II 441,Bö G II 441,1774,"Zufällige Gedanken von Archiven, derselben Nutzen und Einrichtung : ", : ,,,,,,,,,,,1,02
994521820,L-1758-156363704,Aal,DBSM/F/Bö,Bö B I 338/4°,Bö B I 338/4°,1758,Practical and ornamental Penmanship : a new copy book, : ,,,,,,,,,,,1,02
994522002,L-1648-156364034,Aal,DBSM/F/Bö,Bö H 150,Bö H 150,1648,Clericor[um] regvlarivm pavpervm matris Dei scholar[um] piarvm : 1648 ; [Wappen m. 7 zack. Krone darunter:] S. Maria, : ,,,,,,,,,,,1,02
99452241X,L-1740-156364573,Aal,DBSM/F/Bö,Bö C V 313,Bö C V 313,1740,"Drittes Jubel-Fest der Buchdrucker-Kunst, oder christliches Denck- und Danckmahl dem allerhöchsten Gott zu Ehren, wegen der vor dreyhundert Jahren erf", : ,,,,,,,,Sammlung Kirchhoff 1601,,,1,02
994523289,L-1772-156365715,Aal,DBSM/F/Bö,Bö G II 759,Bö G II 759,1772,"Catalogue d'une belle collection de livres choisis, curieux et rares, en toutes sortes de langues et facultés, delaissés : ", : ,,,,,,,,,,,1,02
994524579,L-1811-156367610,Aal,DBSM/F/Bö,Bö E IV 1270,Bö E IV 1270,1811,Aktenmäßige Rechtfertigung des Kriegsraths : , : ,,,,,,,,Schenkung Kirchhoff 1875,,,1,02
994526059,L-1822-156369877,Aal,DBSM/F/Bö,Bö B III 601,Bö B III 601,1822,"Lettres testimonials et autres pièces probantes, àl'ppui de la supériorité, l'utilité, et la durée, de la presse à imprimer, appelée Columbian Press, ", : ,,,,,,,,,,,1,02
994526148,L-1826-156370050,Aal,DBSM/F/Bö,Bö B III 602,Bö B III 602,1826,"Testimonials respecting the superiority, utility, and durability, of the patent Columbian Printing Press, invented and manufactured by George Clymer, ", : ,,,,,,,,,,,1,02
994538065,L-1812-156396092,Aal,DBSM/F/Bö,Bö F III 423,Bö F III 423,1812,"Catalogo di alcune opere attinenti alle scienze, alle arti e ad altri bisogni dell' uomo : le quali quantunque non citate nel vocabulario della crusca", : ,,,,,,,,,,,1,02
994538723,L-1746-15639684X,Aal,DBSM/F/Bö,Bö H 62,Bö H 62,1746,Collectanea ad Historiam Academiae Dorpatensis : [Dorpatum in Livonia ... 1746], : ,,,,,,,,,,,1,02
994539673,L-1735-156398370,Aal,DBSM/F/Bö,Bö H 62,Bö H 62,1735,Collegium in [Christophi Augusti] Heumanni Conspectum Rei publicae literariae [! sive via ad historiam litterariam] : , : ,,,,,,,,,,,1,02
994539754,L-1799-156398443,Aal,DBSM/F/Bö,Bö C V 159/4°,Bö C V 159/4°,1799,Notice d'un livre imprimé à Bamberg en CID CCCC LXII : , : ,,,,,,,,,,,1,02
994540655,L-1813-156399652,Aal,DBSM/F/Bö,Bö B I 343/4°,Bö B I 343/4°,1813,Nuova Raccolta di diversi caratteri scritti da Angelo Cominotti in Livorno : , : ,,,,,,,,,,,1,02
994541430,L-1814-156400561,Aal,DBSM/F/Bö,Bö E IV 1512,Bö E IV 1512,1814,"De la Liberté des brochures, des pamphlets et des journaux, considérér sous le rapport de l'intérét du gouvernement : ", : ,,,,,,,,,,,1,02
994542887,L-1817-156402114,Aal,DBSM/F/Bö,Bö E IV 1475,Bö E IV 1475,1817,Du nouveau Projet de loi sur la presse : , : ,,,,,,,,,,,1,02
994543719,L-1583-156403218,Aal,DBSM/F/Bö,Bö E IV 307,Bö E IV 307,1583,"Concilium|| Tridentinum,|| sub Pavlo III., Ivlio III.|| et Pio IV. Pont. Max.|| celebratum.|| Accessere|| Pii IV. et V. Bullae, quaedam Decreta explic", : ,,,,,,,,,,,1,02
994543921,L-1586-156403587,Aal,DBSM/F/Bö,Bö E IV 306,Bö E IV 306,1586,"Le|| Saint, Sacré|| Vniversel et|| général Con-||cile de Trente ... : ", : ,,,,,,,,,,,1,02
994544235,L-1588-156404001,Aal,DBSM/F/Bö,Bö E IV 308,Bö E IV 308,1588,"Concilium|| Tridentinum,|| sub Paulo III, Iulio III.|| et Pio IV. Pont. Max.|| celebratum|| : Cui accedunt Pii IV. et V...|| Bullae aliquot super decl", : ,,,,,,,,Tit. beschädigt; mit Notizen d. Vorbesitzers,,,1,02
994544456,L-1604-156404354,Aal,DBSM/F/Bö,Bö E IV 309,Bö E IV 309,1604,"Concilium|| Tridentinum,|| sub Paulo III., Iulio III.|| et Pio IV : Pont. Max.|| celebratum|| ; Accessere|| Pii IV. et V. Bullae quaedam Decreta ex||p", : ,,,,,,,,,,,1,02
994550308,L-1520-156410303,Aal,DBSM/F/Bö,Bö E IV 52,Bö E IV 52,1520,"Condemnatio doctrina-||lis libror[um] Martini Lu-||theri, per quosdam Ma||gistros nostros Lo-||uaniensis, & Colo-||niensis, facta|| Responsio Lutheria", : ,,,,,,,,Schenkung Kirchhoff; Mit zeitgen. hs. Randbemerkgn,,,1,02
994559488,L-1762-156420597,Afl,DBSM/F/Bö,Bö E IV 341,Bö E IV 341,1762,Catalogus librorum a commissione aulica prohibitorum,[Hauptbd.]. : ,,,,,,,,Schenkung Kirchhoff,,,1,02
994559577,L-1763-156420694,Afl,DBSM/F/Bö,Bö E IV 341,Bö E IV 341,1763,Catalogus librorum a commissione aulica prohibitorum,Nachtr. 1-5 : ,,,,,,,,Schenkung Kirchhoff,,,1,02
994563051,L-1784-15663418X,Aal,DBSM/F/Bö,Bö B III 357,Bö B III 357,1784,Proef van A[lbert] Corbelijn : , : ,,,,,,,,,,,1,02
994567030,L-1810-156638428,Aal,DBSM/F/Bö,Bö B III 565,Bö B III 565,1810,"De @nieuwe Corrector : Onderrigüende, hoe op eene gemakkelijke en voor mingeoefende vatbare manier, druk-proeven te corrigeren, aanwijzende al de teek", : ,,,,,,,,,,,1,02
994568460,L-1825-156640007,Aal,DBSM/F/Bö,Bö C IV 329,Bö C IV 329,1825,The @typographical gazetteer : , : ,,,,,,,,,,,1,02
994569319,L-1821-15664102X,Aal,DBSM/F/Bö,Bö F III 362,Bö F III 362,1821,A @list of editions of the Bible and parts thereof in English : from the year 1505 - 1820 ; with an appendix containing specimens of translations and , : ,,,,,,,,,,,1,02
994572131,L-1817-156644711,Aal,DBSM/F/Bö,Bö G II 386,Bö G II 386,1817,"Elogium Johannis Meermanni, auctore Henrico Constantino Cras : ", : ,,,,,,,,,,,1,02
994577648,L-1820-156875403,Aal,DBSM/F/Bö,Bö B III 358,Bö B III 358,1820,"Cowie's printer's pocket-book and manual, containing the compositors' and pressmen's scale of prices, aggreed upon in 1810 and modified in 1816:  ... ", : ,,,,,,,,,,,1,02
994577915,L-1705-156875683,Aal,DBSM/F/Bö,Bö F I 90,Bö F I 90,1705,"Thomae Crenii de Singularibus scriptorum dissertatio epistolica ad ... Mauricium Georgium Weidmannum, Lipsiensem : ", : ,,,,,,,,Schenkung Kirchhoff,,,1,02
994578091,L-1559-15687587X,Aal,DBSM/F/Bö,Bö B I 345,Bö B I 345,1559,La|| @Vera Maniera|| del Scriver Corsivo|| Cancellaresco : , : ,,,,,,,,S. 32 handschr. dat.: Romae ... 1559,,,1,02
994578296,L-1570-156876035,Aal,DBSM/F/Bö,Bö C VII 482/2°,Bö C VII 482/2°,1570,"Histoire des vrays tesmoins de la verité de l'Evangile, qui de leur sang l'ont signée, depuis Jean Hus iusques au temps present : Comprinse en 8 livre", : ,,,,,,,,,,,1,02
994579004,L-1820-15687671X,Aal,DBSM/F/Bö,Bö E IV 1139,Bö E IV 1139,1820,"Opinion de [Anselme] Crignon d'Auzouer [Ouzouer], député du Loiret, sur l'amendement proposé par M. Josse-Beauvoir, de soumettre les pamphlets à la ce", : ,,,,,,,,,,,1,02
99457925X,L-1794-15687718X,Aal,DBSM/F/Bö,Bö G I 39,Bö G I 39,1794,Ueber die Kieler Universitätsbibliothek : , : ,,,,,,,,,,,1,02
994580118,L-1651-156877937,Aal,DBSM/F/Bö,Bö D VII 879,Bö D VII 879,1651,"Catalogus operum Jacobi Sirmondi, digestus in ordinem temporum, quo sunt excusa sumtibus Sebastiani Cramoisy : ", : ,,,,,,,,"Mit hs. Ergänzen. d. Leipziger Antiquars Thiermann, um 1780",,,1,02
994593015,L-1733-15689145X,Aal,DBSM/F/Bö,Bö G II 332,Bö G II 332,1733,"Bibliotheca Cyprianica, sive catalogus librorum historico-theologicorum, quos Ernestus Salomo Cyprianus ... sibi ... conquisivit ; Editio auctior ... ", : ,,,,,,,,,,,1,02
994593309,L-1714-156891662,Aal,DBSM/F/Bö,Bö G II 229,Bö G II 229,1714,Catalogus codicum manuscriptorum Bibliothecae Gothanae : , : ,,,,,,,,In zeitgenöss. Einbd. aus marmoriertem Leder,,,1,02
994643047,L-1720-15718370X,Aal,DBSM/F/Bö,Bö B II 25,Bö B II 25,1720,Programma de charta eximio numinis benignissimi dono : , : ,,,,,,,,,,,1,02
994643209,L-1799-157183874,Aal,DBSM/F/Bö,Bö F III 248,Bö F III 248,1799,"Catalogo dos livros, que se haõ de ler para a continuaçaõ do diccionario da lingua portugueza : Mandado publicar dela Academia Real das sciencias de L", : ,,,,,,,,,,,1,02
994643454,L-1588-157184129,Afl,DBSM/F/Bö,Bö B I 349,Bö B I 349,1588,La @notomia delle Cancellaresche corsiue & altre Maniere di Lettere,2 : ,,,,,,,,"Taf. 2, 14 u. 37 fehlen",,,1,02
994643535,L-1593-157184188,Afl,DBSM/F/Bö,Bö B I 349,Bö B I 349,1593,La @notomia delle Cancellaresche corsiue & altre Maniere di Lettere,3. : Il Teatro delle Cancellaresche corsiue per Secretari et altre maniere di Lettere,,,,,,,,"Taf. 2, 5 u. 38 fehlen",,,1,02
994645228,L-1788-157185516,Aal,DBSM/F/Bö,Bö D VII 1056,Bö D VII 1056,1788,"Vente à l'amiable, de livres en tous genres, très-bien conditionnés, qui se fera le mardi 4 mars 1788, et jours suivants, jusqu'au samedi 15 du même m", : ,,,,,,,,,,,1,02
994656955,L-1710-157197255,Aal,DBSM/F/Bö,Bö F III 342,Bö F III 342,1710,Schauplatz Der Masquirten und Demasquirten Gelehrten bey ihren verdeckten und nunmehro entdeckten Schriften ... : , : ,,,,,,,,,,,1,02
994670672,L-1827-157500896,Aal,DBSM/F/Bö,Bö E IV 1157/4°,Bö E IV 1157/4°,1827,Notations statistiques pour servir à la discussion des lois sur la presse : , : ,,,,,,,,,,,1,02
994687230,L-1681-157519538,Aal,DBSM/F/Bö,Bö G II 4,Bö G II 4,1681,"Johannis Deckerri, ... De scriptis adespotis, pseudepigraphis, et supposititiis, Conjecturae : ", : ,,,,,,,,,,,1,02
994687370,L-1686-157519775,Aal,DBSM/F/Bö,Bö F III 327,Bö F III 327,1686,"Johannis Deckerri, ... De scriptis adespotis, pseudepigraphis, et suppositiis Conjecturae : Cum additionibus variorum", : ,,,,,,,,,,,1,02
994692536,L-1926-157567451,Aal,DBSM/F/Bö,Bö E IV 26,Bö E IV 26,1626,"Decretvm Vniversitatis Generalis Studii Pictaviensis [in librum] Antonii Sanctarelli [""Tractatus de haeresii, schismate, apostasia, ..."" Romae 1625] ;", : ,,,,,,,,,,,1,02
994692552,L-1626-157567478,Aal,DBSM/F/Bö,Bö E IV 27,Bö E IV 27,1626,Decretum Vniversitatis Parisiensis : [in theses propositas et publice defensas a F. Ioanne Testefort e familia Dominicanorum] ; anno ... 1626 [3.12.], : ,,,,,,,,,,,1,02
994692579,L-1626-157567486,Aal,DBSM/F/Bö,Bö E IV 28,Bö E IV 28,1626,"Decretum Vniversitatis Valentinae [de libro Antonij Sanctarelli Societatis Jesu ""Tractatus de Haeresii, Schismatii, Apostasia, ..."" Romae 1625] : Anno", : ,,,,,,,,,,,1,02
994692595,L-1763-157567591,Afl,DBSM/F/Bö,Bö F III 781,Bö F III 781,1763,Bibliographie instructive ou traité de la conaissance des livres rares et singuliers ...,1. : Théologie,,,,,,,,,,,1,03
994692625,L-1764-157567613,Afl,DBSM/F/Bö,Bö F III 781,Bö F III 781,1764,Bibliographie instructive ou traité de la conaissance des livres rares et singuliers ...,2/3. : Jurisprudence et des sciences et arts,,,,,,,,,,,1,03
994692633,L-1765-15756763X,Afl,DBSM/F/Bö,Bö F III 781,Bö F III 781,1765,Bibliographie instructive ou traité de la conaissance des livres rares et singuliers ...,"4., T. 1 : Belles lettres, ",", ",,,,,,,,,,1,03
99469265X,L-1768-157567656,Afl,DBSM/F/Bö,Bö F III 781,Bö F III 781,1768,Bibliographie instructive ou traité de la conaissance des livres rares et singuliers ...,"5., T. 1 : Histoire, ",", ",,,,,,,,,,1,03
994692706,L-1675-157567664,Aal,DBSM/F/Bö,Bö B II 248,Bö B II 248,1675,"Korte Deductie, dienende tot aenwijsinge dat de nieuwe Impost op de consumptie van de Papieren, als mede op de gedruckte Papieren in de Provintie van ", : ,,,,,,,,,,,1,02
994692757,L-1768-15756780X,Afl,DBSM/F/Bö,Bö F III 781,Bö F III 781,1768,Bibliographie instructive ou traité de la conaissance des livres rares et singuliers ...,"5., T. 2 : Histoire, ",", ",,,,,,,,,,1,03
994692773,L-9999-157567834,Afl,DBSM/F/Bö,Bö F III 781,Bö F III 781,1768,Bibliographie instructive ou traité de la conaissance des livres rares et singuliers ...,"5., T. 3 : Histoire, ",", ",,,,,,,,,,1,03
994692803,L-1750-157567818,Aal,DBSM/F/Bö,Bö C V 815,Bö C V 815,1750,Défense des libraires hollandois contre les Mensonges imprimez de Mr. de Voltaire : , : ,,,,,,,,,,,1,02
99469282X,L-1769-157567885,Afl,DBSM/F/Bö,Bö F III 781,Bö F III 781,1769,Bibliographie instructive ou traité de la conaissance des livres rares et singuliers ...,"Suppl. 1. : Supplement, ou catalogue les livres du cabinet de feu M. Louis Jean Gaignat",,,,,,,,,,,1,02
994692854,L-1769-157567915,Afl,DBSM/F/Bö,Bö F III 781,Bö F III 781,1769,Bibliographie instructive ou traité de la conaissance des livres rares et singuliers ...,"Suppl. 2. : Supplement, ou catalogue les livres du cabinet de feu M. Louis Jean Gaignat",,,,,,,,,,,1,02
994693214,L-1772-157568423,Aal,DBSM/F/Bö,Bö B I 351/2°,Bö B I 351/2°,1772,Ammaestramenti Teorieopratici Indirizzati ad agevolare il modo d'imparare da per se La Scrittura Moderna : , : ,,,,,,,,Ausg. ohne Portr.,,,1,02
994693214,L-1772-157568458,Aal,DBSM/F/Bö,Bö B I 351 a/2°,Bö B I 351 a/2°,1772,Ammaestramenti Teorieopratici Indirizzati ad agevolare il modo d'imparare da per se La Scrittura Moderna : , : ,,,,,,,,Ausg. ohne Portr.,,,1,03
994693214,L-1772-157568520,Aal,DBSM/F/Bö,Bö B I 351 b/2°,Bö B I 351 b/2°,1772,Ammaestramenti Teorieopratici Indirizzati ad agevolare il modo d'imparare da per se La Scrittura Moderna : , : ,,,,,,,,,,,1,04
994697627,L-1829-157573362,Afl,DBSM/F/Bö,Bö E IV 147,Bö E IV 147,1829,"Histoire de la détention des philosophes et des gens de lettres à la Bastille et à Vincennes, précédée de celle de Foucquet, de Pellisson et de Lauzun",T. 1 : ,,,,,,,,Schenkung Kirchhoff,,,1,02
994697643,L-1829-157573389,Afl,DBSM/F/Bö,Bö E IV 147,Bö E IV 147,1829,"Histoire de la détention des philosophes et des gens de lettres à la Bastille et à Vincennes, précédée de celle de Foucquet, de Pellisson et de Lauzun",T. 2 : ,,,,,,,,Schenkung Kirchhoff,,,1,02
994697678,L-1829-157573427,Afl,DBSM/F/Bö,Bö E IV 147,Bö E IV 147,1829,"Histoire de la détention des philosophes et des gens de lettres à la Bastille et à Vincennes, précédée de celle de Foucquet, de Pellisson et de Lauzun",T. 3 : ,,,,,,,,Schenkung Kirchhoff,,,1,02
994698852,L-1829-15757489X,Aal,DBSM/F/Bö,Bö B I 334,Bö B I 334,1829,"Metodo di G. Carstairs, falsamente chiamato metodo Americano ossia l'arte d'imparare a scrivere o migliorare la scrittura in poche lezioni : ", : ,,,,,,,,,,,1,02
994698968,L-1818-157574970,Aal,DBSM/F/Bö,Bö B I 279,Bö B I 279,1818,"Elementos teórico-prácticos del arte de escribir por principios con las reglas generales, y particulares del carácter bastardo español : Dispuestas su", : ,,,,,,,,,,,1,02
994699069,L-1820-157575098,Aal,DBSM/F/Bö,Bö C IV 331,Bö C IV 331,1820,Dissertation sur l'art typographique contenant : un apperçu historique de ses progrès durant le XV et le XVI siècle et des recherches sur l'influence , : ,,,,,,,,,,,1,02
994706235,L-1791-157712605,Aal,DBSM/F/Bö,Bö B III 732,Bö B III 732,1791,"Neue, am 20sten Junius dieses Jahres gehaltene Deposition bei der Aufnahme eines neuen Kunstglieds zur Buchdrukkerei, von den dermaligen in der Stiebn", : ,,,,,,,,Stiftung Kirchhoff,,,1,02
994727291,L-1572-157751309,Aal,DBSM/F/Bö,Bö C VII 731/2°,Bö C VII 731/2°,1572,"Demosthenis et Aeschinis principum Graeciae oratorum opera, cum utriusq vita et Ulpiani commentarijs, nouisq scholiis ... graecolatina ... repurgata, ", : ,,,,,,,,,,,1,02
994733445,L-1789-157757390,Afl,DBSM/F/Bö,Bö F III 67/4°,Bö F III 67/4°,1789,Annalium typographicorum Michaelis Maittaire supplementum,P. 1 : ,,,,,,,,,,,1,02
994735200,L-1789-157759083,Afl,DBSM/F/Bö,Bö F III 67/4°,Bö F III 67/4°,1789,Annalium typographicorum Michaelis Maittaire supplementum,P. 2 : ,,,,,,,,,,,1,02
994737025,L-1782-157760812,Aal,DBSM/F/Bö,Bö C V 755,Bö C V 755,1782,"Bibliotheca typographica Vindobonensis : Ab anno 1482 ad annum 1560 ; In gratiam tōn bibliofilōn linguam Germanicam non callentium, ex magno, quod de ", : ,,,,,,,,Schenkung Kirchhoff,,,1,02
994740603,L-1811-157764931,Aal,DBSM/F/Bö,Bö F II 17,Bö F II 17,1811,Bibliomania or book madness : a bibliographical romance in 6 parts, : ,,,,,,,,Schenkung Kirchhoff,,,1,02
994741553,L-1817-157766217,Afl,DBSM/F/Bö,Bö B I 203,Bö B I 203,1817,The @bibliographical Decameron,1 : ,,,,,,,,,,,1,02
994741642,L-1817-157766276,Afl,DBSM/F/Bö,Bö B I 203,Bö B I 203,1817,The @bibliographical Decameron,2 : ,,,,,,,,,,,1,02
994741685,L-1817-157766365,Afl,DBSM/F/Bö,Bö B I 203,Bö B I 203,1817,The @bibliographical Decameron,3 : ,,,,,,,,,,,1,02
994742037,L-1817-157766888,Aal,DBSM/F/Bö,Bö B I 227,Bö B I 227,1817,"The @bibliographical Decameron; or, ten days pleasant discourse upon illuminated manuscripts : ", : ,,,,,,,,,,,1,02
994742584,L-1770-157767620,Aal,DBSM/F/Bö,Bö B III 1745/2°,Bö B III 1745/2°,1770,"Cartier, contenant 6 planches : [Explication de ces 6 planches, avec quelques détails particuliers de l'art, pour servir de supplément à l'article Car", : ,,,,,,,,,,,1,02
994750137,L-1770-157784886,Aal,DBSM/F/Bö,Bö B III 164/2°a,Bö B III 164/2°a,1770,Fonderie en caractères d'imprimerie : précédée de la gravure des poinçons, : ,,,,,,,,,,,1,02
994750137,L-1770-157784967,Aal,DBSM/F/Bö,Bö B III 164/2°b,Bö B III 164/2°b,1770,Fonderie en caractères d'imprimerie : précédée de la gravure des poinçons, : ,,,,,,,,,,,1,03
994750234,L-1770-157785084,Aal,DBSM/F/Bö,Bö B III 1013/2°,Bö B III 1013/2°,1770,"Gravure en lettres, en géographie et en musique : ", : ,,,,,,,,,,,1,02
994750447,L-1765-157785394,Aal,DBSM/F/Bö,Bö B III 1014/2°,Bö B III 1014/2°,1765,"Gravure, en taille-douce, en manière noire, manière de crayon, etc : Contenant 9 planches", : ,,,,,,,,,,,1,03
994751192,L-1770-157786080,Aal,DBSM/F/Bö,Bö B III 610/2°,Bö B III 610/2°,1770,Imprimerie en caractères : Contenant 19 planches, : ,,,,,,,,,,,1,02
994751435,L-1770-15778634X,Aal,DBSM/F/Bö,Bö B III 1698/2°,Bö B III 1698/2°,1770,Imprimerie en taille douce : [développement de la presse], : ,,,,,,,,,,,1,02
994753195,L-1770-157788296,Aal,DBSM/F/Bö,Bö B II 170/2°,Bö B II 170/2°,1770,Papeterie : contenant 14 planches, : ,,,,,,,,,,,1,03
