idn,akz,bbg,standort,signatur_g,signatur_a,jahr,titel,stuecktitel,f4243,f4256,f4241,f4105_9,f4105_g,ausleihcode,sig_komm,f4801_a,f4801_k,bibliothek,einrichtung,exemplar
995775699,L-1818-160651379,Afl,DBSM/M/Klemm,"Vd, 694/4","Vd, 694/4",1818,Vie des enfants célèbres ou modéles du jeune age,1. : ,,,,,,,,,,,1,02
995775834,L-1818-160651522,Afl,DBSM/M/Klemm,"Vd, 694/4","Vd, 694/4",1818,Vie des enfants célèbres ou modéles du jeune age,2. : ,,,,,,,,,,,1,02
995779414,L-1829-160654874,Aal,DBSM/M/Klemm,Vu 18/2,Vu 18/2,1829,Fabeln von Abraham Emanuel Froehlich : , : ,,,,,,,,,,,1,02
995800014,L-1830-160743354,Aal,DBSM/M/Klemm,Va 605,Va 605,1830,30 Bilder zu Horazens [Quintus Horatius Flaccus] Werken : , : ,,,,,,,,,,,1,02
995800537,L-1828-160743796,Aal,DBSM/M/Klemm,Va 606,Va 606,1828,50 Bilder zu Virgils Aeneide : , : ,,,,,,,,"Bl. Aeneis Lib. III ""Italia"" doppelt vorh.!",,,1,02
99580429X,L-1826-160747287,Aal,DBSM/M/Klemm,Vk 194,Vk 194,1826,Das @Vater-unser : , : ,,,,,,,,,,,1,02
995804850,L-1827-160747767,Aal,DBSM/M/Klemm,Va 436,Va 436,1827,Umrisse zu Götheʹs Hermann und Dorothea : , : ,,,,,,,,,,,1,02
995821844,L-1824-160875617,Aal,DBSM/M/Klemm,Va 2211/2,Va 2211/2,1824,Mythologie für Schulen und zum Selbstunterricht : Mit e. Kupf. v. Ramberg u. vielen Abb., : ,,,,,,,,,,,1,02
995826870,L-1817-160880629,Aal,DBSM/M/Klemm,Va 675/4,Va 675/4,1817,Naturgeschichte für Kinder : , : ,,,,,,,,,,,1,02
995828288,L-1812-160882427,Afl,DBSM/M/Klemm,Va 705/6,Va 705/6,1812,Naturgeschichte und Technologie für Lehrer in Schulen und Liebhaber dieser Wissenschaften,Bd. 1. : ,,,,,,,,,,,1,02
995828342,L-1812-160882486,Afl,DBSM/M/Klemm,Va 705/6,Va 705/6,1812,Naturgeschichte und Technologie für Lehrer in Schulen und Liebhaber dieser Wissenschaften,Bd. 2. : ,,,,,,,,,,,1,02
995828369,L-1821-160882532,Afl,DBSM/M/Klemm,Va 705/6,Va 705/6,1821,Naturgeschichte und Technologie für Lehrer in Schulen und Liebhaber dieser Wissenschaften,Bd. 3. : ,,,,,,,,,,,1,02
995830525,L-1828-160884713,Aal,DBSM/M/Klemm,Va 2098,Va 2098,1828,Arkona : Ein Heldengedicht in 20 Gesängen ; Mit e. Ansicht Arkonaʹs u. e. Kte d. Insel Rügen, : ,,,,,,,,,,,1,02
995840784,L-1827-160999170,Aal,DBSM/M/Klemm,Va 2755/3,Va 2755/3,1827,Grundriß der Logik : Ein Lehrbuch zum Gebrauch f. Schulen u. Universitäten, : ,,,,,,,,,,,1,02
99593701X,L-1830-16136456X,Aal,DBSM/M/Klemm,Va 993,Va 993,1830,"Gebet, in den protestantischen Kirchen des Königreichs diesseits des Rheins, am 25. Juni 1830 zu sprechen : [Zur 300-Jahrfeier der Confessio Augustana", : ,,,,,,,,,,,1,02
996004637,L-1810-161542980,Aal,DBSM/M/Klemm,"Va, 520","Va, 520",1810,"Der @Frau von Genlis Mythologie in Arabesken : Durch 54 von ihr selbst gezeichn. Kupf. erl. ; Ein Handbuch f. d. Jugend, Künstler u. Liebhaber d. Alte", : ,,,,,,,,,,,1,02
996349367,L-1825-162026439,Aal,DBSM/M/Klemm,Va 1983,Va 1983,1825,De inscriptione Phoenicio-Graeca in Cyrenaica nuper reperta ad Carpocratianorum haeresin pertinente commentatio philologico-historica : [Cum tabula la, : ,,,,,,,,,,,1,02
996367039,L-1810-162051816,Aal,DBSM/M/Klemm,Vd 326,Vd 326,1810,La @mort d'Abel : , : ,,,,,,,,,,,1,02
996397396,L-1822-162090471,Aal,DBSM/M/Klemm,"Va, 1890","Va, 1890",1822,Handbuch der Land-Bau-Kunst : Kupfer-Sammlung, : ,,,,,,,,,,,1,02
996410678,L-1813-162117531,Aal,DBSM/M/Klemm,Va 2566,Va 2566,1813,Halladat oder das rothe Buch von [Johann Wilhelm Ludwig] Gleim : , : ,,,,,,,,,,,1,02
996507809,L-1821-162204647,Afl,DBSM/M/Klemm,Va 805,Va 805,1821,Gedichte,Th. 3 : ,,,,,,,,,,,1,02
996507892,L-1821-16220471X,Afl,DBSM/M/Klemm,Va 805,Va 805,1821,Gedichte,Th. 4 : ,,,,,,,,,,,1,02
996532455,L-1817-162274874,Afl,DBSM/M/Klemm,Va 1007,Va 1007,1817,[Johann Wolfgang] Goethe's Werke,Bd. 12 : ,,,,,,,,,,,1,02
996534385,L-1817-162276648,Aal,DBSM/M/Klemm,"Va, 1462","Va, 1462",1817,Altteutsche Volks- und Meisterlieder aus den Handschriften der Heidelberger Bibliothek :  Mit 1 Kupf., : ,,,,,,,,Mit Exlibris für C. Wild,,,1,02
996536787,L-1829-16227923X,Afl,DBSM/M/Klemm,"Va, 538a","Va, 538a",1829,[Johann Wolfgang von] Göthe's Genius,Bd. 1. : R[hythmische Fragmente],,,,,,,,,,,1,02
996536841,L-1829-162279302,Afl,DBSM/M/Klemm,"Va, 538a","Va, 538a",1829,[Johann Wolfgang von] Göthe's Genius,Bd. 2. : [Prosaische Fragmente],,,,,,,,,,,1,02
996536892,L-1830-162279337,Afl,DBSM/M/Klemm,"Va, 538a","Va, 538a",1830,[Johann Wolfgang von] Göthe's Genius,Bd. 3. : Prosaische Fragmente,,,,,,,,,,,1,02
996559914,L-1815-162295618,Afl,DBSM/M/Klemm,Va 2103,Va 2103,1815,[Johann Wolfgang von] Goethe's Gedichte,T. 1 : ,,,,,,,,,,,1,02
996559957,L-1815-162295650,Afl,DBSM/M/Klemm,Va 2103,Va 2103,1815,[Johann Wolfgang von] Goethe's Gedichte,T. 2 : ,,,,,,,,,,,1,02
996560823,L-1819-162296509,Aal,DBSM/M/Klemm,"Va, 708","Va, 708",1819,West-oestlicher Divan : , : ,,1257445421,,,,,,,,,1,02
996566597,L-1816-162319231,Afl,DBSM/M/Klemm,Va 908,Va 908,1816,Faust,[T. 1] : ,,,,,,,,,,,1,02
996571051,L-1829-162324502,Aal,DBSM/M/Klemm,Va 2136,Va 2136,1829,Herrmann und Dorothea : , : ,,,,,,,,,,,1,02
996590218,L-1811-162354673,Afl,DBSM/M/Klemm,Va 2102,Va 2102,1811,Aus meinem Leben,T. 1 : ,,,,,,,,,,,1,02
996590250,L-1812-162354754,Afl,DBSM/M/Klemm,Va 2102,Va 2102,1812,Aus meinem Leben,T. 2 : ,,,,,,,,,,,1,02
996595333,L-1819-162360479,Aal,DBSM/M/Klemm,Va 817,Va 817,1819,Maskenzug : , : ,,,,,,,,,,,1,02
996606904,L-1816-162372280,Aal,DBSM/M/Klemm,Va 918,Va 918,1816,Torquato Tasso : , : ,,,,,,,,,,,1,02
996618279,L-1828-16239098X,Afl,DBSM/M/Klemm,Va 3272/3,Va 3272/3,1828,Oliver Goldsmith's Geschichte der Griechen von den frühesten Zeiten bis auf den Tod Alexanders des Macedoniers,Bd. 1 : ,,,,,,,,,,,1,02
996618422,L-1828-162391145,Afl,DBSM/M/Klemm,Va 3272/3,Va 3272/3,1828,Oliver Goldsmith's Geschichte der Griechen von den frühesten Zeiten bis auf den Tod Alexanders des Macedoniers,Bd. 2 : ,,,,,,,,,,,1,02
996621105,L-1818-162393784,Aal,DBSM/M/Klemm,Vc 236,Vc 236,1818,The @Vicar of Wakefield : , : ,,,,,,,,"Vorbes. Eintr.: Admiral A. J. v. Krusensterns hs. Widmg f. Julie Krusenstern, 19. 9. 1838, beglaubigt v. Th. v. Bernhardi",,,1,02
996621369,L-1829-162394020,Aal,DBSM/M/Klemm,"Va, 3796","Va, 3796",1829,"Marie und Amalie, Vorbilder einer kindlichen Liebe und frommen Jugend : Ein Muttergeschenk für liebe Töchter ; Mit 7 color. Kupfern", : ,,,,,,,,,,,1,02
996639764,L-1830-162415109,Aal,DBSM/M/Klemm,Vd 32,Vd 32,1830,Chroniques françoises de Jaques Gondar : , : ,,,,,,,,,,,1,02
996653457,L-1817-162438087,Afl,DBSM/M/Klemm,Va 3645,Va 3645,1817,Die @Ritterburgen und Bergschlösser Deutschland's,Bd. 2. : ,,,,,,,,,,,1,02
996653503,L-1821-162438141,Afl,DBSM/M/Klemm,Va 3645,Va 3645,1821,Die @Ritterburgen und Bergschlösser Deutschland's,Bd. 5 : ,,,,,,,,,,,1,02
996687211,L-1812-162601662,Aal,DBSM/M/Klemm,Va 1814/30,Va 1814/30,1812,"Verbesserte und erleichterte griechische Grammatica, in deutlichen Regeln abgefasset u. mit hinlänglichen Exempeln wie auch nöthigen Registern versehe", : ,,,,,,,,,,,1,02
996722556,L-1828-162670087,Aal,DBSM/M/Klemm,Vd 536,Vd 536,1828,Le @Gastronome français. où l'art de bien vivre : , : ,,,,,,,,,,,1,02
996768335,L-1822-162818564,Aal,DBSM/M/Klemm,Va 1970,Va 1970,1822,"Vorzeit und Gegenwart an der Bergstraße, dem Neckar und im Odenwald : Erinnerungsblätter f. Freunde dieser Gegenden", : ,,,,,,,,,,,1,02
996771751,L-1822-162821832,Afl,DBSM/M/Klemm,Va 2587,Va 2587,1822,Deutsche Grammatik, :  *T. 1.*,,,,,,,,,,,1,02
996807284,L-1819-162895011,Aal,DBSM/M/Klemm,Va 4203,Va 4203,1819,Leben M. A. von Thümmels : , : ,,,,,,,,,,,1,02
996809295,L-1830-162897219,Aal,DBSM/M/Klemm,Vm 240,Vm 240,1830,O duchu i cechach prawdziwéj poboźności : z przy daniem o pokoiu duszy przez X, : ,,,,,,,,,,,1,02
996822577,L-1816-162911165,Afl,DBSM/M/Klemm,Va 467,Va 467,1816,Schriften,1. : / Mit e. Titel- u. Seitenbl. in d. Colorit-Manier d. Holzschnitts von F. W. Gubitz,,,,,,,,,,,1,02
996822658,L-1816-162911254,Afl,DBSM/M/Klemm,Va 467,Va 467,1816,Schriften,2. : / Mit e. Titel- u. Seiten-Bl. in d. Colorit-Manier ...,,,,,,,,,,,1,02
99682300X,L-1830-162911580,Aal,DBSM/M/Klemm,Va 1921,Va 1921,1830,Der @letzte Ritter : Romanzen-Kranz, : ,,,,,,,,,,,1,02
996838554,L-1830-162938195,Afl,DBSM/M/Klemm,Va 1312,Va 1312,1830,Abbildung und Beschreibung aller in der Pharmacopoea Borussich aufgeführten Gewächse,Bd. 1 : ,,,,,,,,Taf. 101 felht!,,,1,02
996849084,L-1827-162949227,Afl,DBSM/M/Klemm,Va 1463,Va 1463,1827,Der @Leichnam des Menschen in seinen physischen Verwandlungen nach Beobachtungen und Versuchen dargestellt von Eduard Wilhelm Güntz,1. : Der @Leichnam des Neugeborenen,,,,,,,,,,,1,02
996861629,L-1821-162979444,Afl,DBSM/M/Klemm,Va 2928,Va 2928,1821,Deutsches Land und deutsches Volk,"Bd. 1,1. : Deutsches Land",,,,,,,,,,,1,02
99686170X,L-1824-162979525,Afl,DBSM/M/Klemm,Va 2928,Va 2928,1824,Deutsches Land und deutsches Volk,"Bd. 1,2. : Deutsches Land",,,,,,,,,,,1,02
996861831,L-1828-162979630,Afl,DBSM/M/Klemm,Va 2928,Va 2928,1828,Deutsches Land und deutsches Volk,"Bd. 1,3. : Deutsches Land",,,,,,,,,,,1,02
996907246,L-1819-163016488,Aal,DBSM/M/Klemm,Va 2573,Va 2573,1819,J. G. Hamanns Briefwechsel mit F. H. Jacobi : , : ,,,,,,,,,,,1,02
996907661,L-1822-163017034,Aal,DBSM/M/Klemm,Va 782/4,Va 782/4,1822,Amor und Psyche : , : ,,,,,,,,,,,1,02
996908358,L-1817-163017972,Aal,DBSM/M/Klemm,Va 4058,Va 4058,1817,Verkleinerter Handatlas in LX Charten über alle Theile der Erde für Bürgerschulen und Zeitungsleser bestimmt : , : ,,,,,,,,,,,1,02
996913998,L-1829-163025150,Aal,DBSM/M/Klemm,Va 1261,Va 1261,1829,Gedichte von Albrecht v. Haller : Cabinets-Ausg., : ,,,,,,,,,,,1,02
996934650,L-1819-163045925,Aal,DBSM/M/Klemm,Vab 70,Vab 70,1819,Kronyka Czeská : [Verf.: Wacslaw Hagek z Libocžan [Václav Hájek z Libočan].] [Hrsg.: J. F. z Ssenfeld], : ,,,,,,,,,,,1,02
996947736,L-1813-163070091,Aal,DBSM/M/Klemm,Va 1490,Va 1490,1813,Politisches Quodlibet oder musikalische Probecharte : Schwank in drey Acten, : ,,,,,,,,,,,1,02
996957324,L-1829-163079692,Afl,DBSM/M/Klemm,Va 3269,Va 3269,1829,Die @wichtigsten neuern Land- und Seereisen,T. 1 : Mit 2 Ktn u. 3 Kupfern,,,,,,,,,,,1,02
996957790,L-1829-163080100,Afl,DBSM/M/Klemm,Va 3269,Va 3269,1829,Die @wichtigsten neuern Land- und Seereisen,T. 5 : Mit 1 Kte u. 2 Kupfern,,,,,,,,,,,1,02
996995005,L-1827-16315886X,Aal,DBSM/M/Klemm,Va 276,Va 276,1827,"Phantasien im Bremer Rathskeller, ein Herbstgeschenk für Freunde des Weines : ", : ,,,,,,,,,,,1,02
997012110,L-1823-163206155,Aal,DBSM/M/Klemm,Vc 108,Vc 108,1823,The Life of a soldier ; a narrative and descriptive poem : , : ,,,,,,,,Taf. 1 fehlt!,,,1,02
997014822,L-1829-163209448,Aal,DBSM/M/Klemm,Va 1027,Va 1027,1829,Rheinländischer Hausfreund : , : ,,,,,,,,,,,1,02
997036273,L-1830-163253005,Aal,DBSM/M/Klemm,Va 4252/3,Va 4252/3,1830,Encyclopädie der philosophischen Wissenschaften im Grundrisse : , : ,,,,,,,,,,,1,02
997042192,L-1810-163258147,Afl,DBSM/M/Klemm,Va 2286,Va 2286,1810,Der @Bardenhain für Deutschlands edle Söhne und Töchter,3 : ,,,,,,,,,,,1,02
997075872,L-1826-163312494,Afl,DBSM/M/Klemm,"Va, 4323","Va, 4323",1826,Allgemeines deutsches Reimlexikon,1 : ,,,,,,,,Exlibris Julius Kühn,,,1,02
997075910,L-1826-163312567,Afl,DBSM/M/Klemm,"Va, 4323","Va, 4323",1826,Allgemeines deutsches Reimlexikon,2 : ,,,,,,,,Exlibris Julius Kühn,,,1,02
997078022,L-1827-163314853,Aal,DBSM/M/Klemm,"Va, 1513/12","Va, 1513/12",1827,"Der @Volksschulenfreund, ein Hülfsbuch zum Lesen, Denken und  Lernen : Nebst 4 Abb. von Giftpflanzen ; Mit stehenden Schriften", : ,,,,,,,,,,,1,02
997104252,L-1825-163378479,Aal,DBSM/M/Klemm,Vc 135,Vc 135,1825,The @Moor : , : ,,,,,,,,Zeitgen. Handeinbd,,,1,02
997130040,L-1828-163412154,Afl,DBSM/M/Klemm,Va 3032,Va 3032,1828,Herodot's von Halikarnaß Geschichte,"Abt. 1, Bd. 1 : , ",", ",,,,,,,,,,1,02
997130229,L-1828-163412294,Afl,DBSM/M/Klemm,Va 3032,Va 3032,1828,Herodot's von Halikarnaß Geschichte,"Abt. 1, Bd. 2 : , ",", ",,,,,,,,,,1,02
99713027X,L-1828-163412375,Afl,DBSM/M/Klemm,Va 3032,Va 3032,1828,Herodot's von Halikarnaß Geschichte,"Abt. 1, Bd. 3 : , ",", ",,,,,,,,,,1,02
99713030X,L-1828-16341243X,Afl,DBSM/M/Klemm,Va 3032,Va 3032,1828,Herodot's von Halikarnaß Geschichte,"Abt. 1, Bd. 4 : , ",", ",,,,,,,,,,1,02
997130393,L-1828-163412499,Afl,DBSM/M/Klemm,Va 3032,Va 3032,1828,Herodot's von Halikarnaß Geschichte,"Abt. 1, Bd. 5 : , ",", ",,,,,,,,,,1,02
997137231,L-1819-169793761,Afl,DBSM/M/Klemm,Va 2316,Va 2316,1819,Sämmtliche Schriften,Bd. 2. : Lienhard und Gertrud. - Theil 2,,,,,,,,Hs.: Lese-Verein zu Blankenhayn,,,1,02
997137282,L-1819-16979377X,Afl,DBSM/M/Klemm,Va 2316,Va 2316,1819,Sämmtliche Schriften,Bd. 3. : Lienhard und Gertrud. - Theil 3,,,,,,,,Hs.: Lese-Verein zu Blankenhayn,,,1,02
997137347,L-1820-169793796,Afl,DBSM/M/Klemm,Va 2316,Va 2316,1820,Sämmtliche Schriften,Bd. 4. : Lienhard und Gertrud. - Theil 4,,,,,,,,Hs.: Lese-Verein zu Blankenhayn,,,1,02
997150858,L-1819-163464308,Aal,DBSM/M/Klemm,Va 3785,Va 3785,1819,Robinsons Kolonie : , : ,,,,,,,,,,,1,02
997155752,L-1822-163469458,Aal,DBSM/M/Klemm,Va 4435/4,Va 4435/4,1822,Gedichte und Leben von Gottlieb Hiller : , : ,,,,,,,,,,,1,02
997233206,L-1814-163522146,Aal,DBSM/M/Klemm,Va 2157,Va 2157,1814,Gedichte : , : ,,,,,,,,,,,1,02
997233796,L-1827-163522715,Aal,DBSM/M/Klemm,Va 1261,Va 1261,1827,[Ludwig Heinrich Christoph] Höltys Gedichte : , : ,,,,,,,,,,,1,02
997233796,L-1827-163522723,Aal,DBSM/M/Klemm,Va 1261 a,Va 1261 a,1827,[Ludwig Heinrich Christoph] Höltys Gedichte : , : ,,,,,,,,,,,1,03
997262419,L-1820-163558655,Afl,DBSM/M/Klemm,(ÜF / 4. OG: R73A/12/1),Va 4049,1820,Flore portugaise ou description de toutes les plantes qui croissent naturellement en Portugal ...,T. 2 = Livr. 15 : ,,,,,,,,,,,1,02
997271566,L-1830-16357636X,Aal,DBSM/M/Klemm,Va 4299,Va 4299,1830,Der @belehrende Bergmann : Ein fassliches Lese- u. Bildungsbuch für Kinder u. Erwachsene ... mit e. kurzen Geschichte d. Bergbaues u. e. erklärenden W, : ,,,,,,,,,,,1,02
997276460,L-1828-163581517,Afl,DBSM/M/Klemm,"Va, 502","Va, 502",1828,E[rnst] T[heodor] A[madeus] Hoffmann's ausgewählte Schriften,8. : Lebens-Ansichten des Katers Murr,,,,,,,,,,,1,02
997276517,L-1828-163581576,Afl,DBSM/M/Klemm,"Va, 502","Va, 502",1828,E[rnst] T[heodor] A[madeus] Hoffmann's ausgewählte Schriften,9. : Klein Zaches,,,,,,,,,,,1,02
997317930,L-1819-163635226,Afl,DBSM/M/Klemm,Va 333,Va 333,1819,Homers Ilias,Th. 1 : ,,,,,,,,,,,1,02
997317965,L-1819-163635234,Afl,DBSM/M/Klemm,Va 333,Va 333,1819,Homers Ilias,Th. 2 : ,,,,,,,,,,,1,02
997343850,L-1821-163689865,Aal,DBSM/M/Klemm,Va 921,Va 921,1821,Das @Bild : , : ,,,,,,,,,,,1,02
997344024,L-1821-163690200,Aal,DBSM/M/Klemm,Va 920,Va 920,1821,Fluch und Segen : , : ,,,,,,,,,,,1,02
997368314,L-1820-163728429,Afl,DBSM/M/Klemm,Va 2997,Va 2997,1820,Homeris Odyssea,1 : ,,,,,,,,,,,1,02
997368411,L-1820-163728526,Afl,DBSM/M/Klemm,Va 2997,Va 2997,1820,Homeris Odyssea,2. : Acc. carmina minora,,,,,,,,,,,1,02
997370769,L-1819-163731012,Afl,DBSM/M/Klemm,Va 334,Va 334,1819,Homerus Odyssee,Teil. 1 : ,,,,,,,,,,,1,02
997370785,L-1819-163731055,Afl,DBSM/M/Klemm,Va 334,Va 334,1819,Homerus Odyssee,Teil. 2 : ,,,,,,,,,,,1,02
997388773,L-1830-163760438,Aal,DBSM/M/Klemm,Ve 119,Ve 119,1830,Odissea di Omero tradotta da Ippolito Pindemonte : , : ,,,,,,,,,,,1,02
997401796,L-1821-163783942,Aal,DBSM/M/Klemm,Vd 291,Vd 291,1821,Q. Horatii Flacci Opera : , : ,,,,,,,,,,,1,02
997402113,L-1822-163784345,Afl,DBSM/M/Klemm,Va 616/3,Va 616/3,1822,Des @Quintus Horatius Flaccus Werke,1 : ,,,,,,,,,,,1,02
997402180,L-1822-16378440X,Afl,DBSM/M/Klemm,Va 616/3,Va 616/3,1822,Des @Quintus Horatius Flaccus Werke,2 : ,,,,,,,,,,,1,02
997404817,L-1819-163797404,Afl,DBSM/M/Klemm,Va 788,Va 788,1819,Horazens Satiren,1 : ,,,,,,,,,,,1,02
997404884,L-1819-163797471,Afl,DBSM/M/Klemm,Va 788,Va 788,1819,Horazens Satiren,2 : ,,,,,,,,,,,1,02
997418486,L-1815-163897034,Afl,DBSM/M/Klemm,Va 3394/4,Va 3394/4,1815,[Johann] Hübners Biblische Historien zum Gebrauch für die Jugend und Volksschulen,1. : Die Historien des Alten Testamentes,,,,,,,,,,,1,02
997418540,L-1815-163897085,Afl,DBSM/M/Klemm,Va 3394/4,Va 3394/4,1815,[Johann] Hübners Biblische Historien zum Gebrauch für die Jugend und Volksschulen,2. : Die Historien d. Neuen Testamentes,,,,,,,,,,,1,02
997471867,L-1812-16399353X,Afl,DBSM/M/Klemm,Va 2573,Va 2573,1812,Friedrich Heinrich Jacobi's Werke,1. : ,,,,,,,,,,,1,02
997471913,L-1815-163993572,Afl,DBSM/M/Klemm,Va 2573,Va 2573,1815,Friedrich Heinrich Jacobi's Werke,2. : ,,,,,,,,,,,1,02
997472014,L-1816-163993610,Afl,DBSM/M/Klemm,Va 2573,Va 2573,1816,Friedrich Heinrich Jacobi's Werke,3. : ,,,,,,,,,,,1,02
997472154,L-1816-163993696,Afl,DBSM/M/Klemm,Va 2573,Va 2573,1816,Friedrich Heinrich Jacobi's Werke,"4, Abth. 1. : , ",", ",,,,,,,,,,1,02
997472294,L-1819-163993785,Afl,DBSM/M/Klemm,Va 2573,Va 2573,1819,Friedrich Heinrich Jacobi's Werke,"4, Abth. 2. : , ",", ",,,,,,,,,,1,02
997472529,L-1819-163994064,Afl,DBSM/M/Klemm,Va 2573,Va 2573,1819,Friedrich Heinrich Jacobi's Werke,"4, Abth. 3. : , J. G. Hamanns Briefwechsel mit F. H. Jacobi hrsg. von Friedrich Roth",", ",,,,,,,,,,1,02
997472588,L-1820-163994129,Afl,DBSM/M/Klemm,Va 2573,Va 2573,1820,Friedrich Heinrich Jacobi's Werke,5 : ,,,,,,,,,,,1,02
997496274,L-1818-164033122,Aal,DBSM/M/Klemm,Va 3649,Va 3649,1818,Rückblick auf meine merkwürdige Reise über Hammelburg etc : , : ,,,,,,,,,,,1,02
997520078,L-1829-164086501,Aal,DBSM/M/Klemm,Vd 664,Vd 664,1829,"Le @Peuple au sacre : Critiques, observations, causeries, faites devant le tableau de M. le Baron Gerard, recueilles et publiées", : ,,,,,,,,,,,1,02
997533234,L-1826-164113436,Aal,DBSM/M/Klemm,Va 1477,Va 1477,1826,Herbarium vivum von funfzig der vorzüglichsten so wie einiger schädlichen Futterkräuter und Gräser nebst deren reifen Saamen; mit Bemerkungen über Ken, : ,,,,,,,,,,,1,02
997535849,L-1819-164139109,Aal,DBSM/M/Klemm,Va 331/2,Va 331/2,1819,"Neue Bilder-Geographie für die Jugend : Nach der Congreß-Acte vom Jahre 1815, den letzten Friedensschlüssen u.d. neuesten Verträgen bearbeitet", : ,,,,,,,,,,,1,02
997565284,L-1829-164268545,Aal,DBSM/M/Klemm,Va 639,Va 639,1829,Die @Schule der Frommen : Lustspiel in 3 Aufzügen, : ,,,,,,,,,,,1,02
997611502,L-1816-164336346,Aal,DBSM/M/Klemm,Va 1466,Va 1466,1816,"Die @Kunst, die Verkrümmungen der Kinder zu verhüten und die entstanden sicher und leicht zu heben : Für sorgsame Aeltern und Erzieher ; Mit 2 Kupf.", : ,,,,,,,,,,,1,02
99761286X,L-1830-16433789X,Afl,DBSM/M/Klemm,Va 3731,Va 3731,1830,Die @heilige Schaar,1 : ,,,,,,,,"Leihbibliothek von G. Schmilinsky, Magdeburg",,,1,02
997612940,L-1830-164337970,Afl,DBSM/M/Klemm,Va 3731,Va 3731,1830,Die @heilige Schaar,2 : ,,,,,,,,"Leihbibliothek von G. Schmilinsky, Magdeburg",,,1,02
997647825,L-1830-164468145,Afl,DBSM/M/Klemm,Va 422,Va 422,1830,Gallerie aus Washington Irving's und [James Fenimore] Cooper's Werken,Lfg 1 - 4 : ,,,,,,,,,,,1,02
99764818X,L-1826-164468498,Afl,DBSM/M/Klemm,Va 434 - 157/160,Va 434 - 159,1826,"Bracebridge-Hall, oder die Humoristen",1 : ,,,,,,,,,,,1,02
997648228,L-1826-164468552,Afl,DBSM/M/Klemm,Va 434 - 157/160,Va 434 - 160,1826,"Bracebridge-Hall, oder die Humoristen",2 : ,,,,,,,,,,,1,02
997860154,L-1817-165123427,AFl,DBSM/M/Klemm,Va 1514,Va 1514,1817,Der @Weinberg an der Elbe : aufgef. auf d. Königl. Theater zu Dresden am 15. u. 16. November 1817, : ,,,,,,,,,,,1,02
997924896,L-1821-165288264,Aal,DBSM/M/Klemm,Va 2820,Va 2820,1821,Der @Frühling : ein Gedicht, : ,,,,,,,,,,,1,02
997927593,L-1826-165291559,Afl,DBSM/M/Klemm,Va 245,Va 245,1826,Heinrich von Kleists gesammelte Schriften,Th. 1 : ,,,,,,,,,,,1,02
997927623,L-1826-165291583,Afl,DBSM/M/Klemm,Va 245,Va 245,1826,Heinrich von Kleists gesammelte Schriften,Th. 2 : ,,,,,,,,,,,1,02
99792764X,L-1826-165291613,Afl,DBSM/M/Klemm,Va 245,Va 245,1826,Heinrich von Kleists gesammelte Schriften,Th. 3 : ,,,,,,,,,,,1,02
997932554,L-1811-165300817,Aal,DBSM/M/Klemm,"Va, 709","Va, 709",1811,"Der @zerbrochne Krug, ein Lustspiel : ", : ,,,,,,,,"blauer Halbfranzbd. 1930er - frühe 1950er Jahre m. Rückenvergoldung über festem Rücken u. falschen Bünden, Kleisterpapier mit Pinsel- und Verdrängungsdekor, Vorsatz: reliefiertes Goldpapier",,,1,02
997933003,L-1818-165310960,Aal,DBSM/M/Klemm,Va 2735,Va 2735,1818,Leipzigs Freudentage im September 1818 : , : ,,,,,,,,,,,1,02
997935782,L-1810-165314737,Afl,DBSM/M/Klemm,Vab 39,Vab 39,1810,Sämmtliche philosophische Romane,3. : Geschichte Giafars des Barmeciden in 5 Büchern,,,,,,,,,,,1,02
997960914,L-1828-165340916,Afl,DBSM/M/Klemm,Va 673,Va 673,1828,[Friedrich Gottlieb] Klopstocks Messias,5. : 18 - 20. Gesang,,,,,,,,,,,1,02
997962925,L-1821-16534301X,Aal,DBSM/M/Klemm,Vc 424,Vc 424,1821,The @Messiah : , : ,,,,,,,,,,,1,02
997963549,L-1827-16534380X,Aal,DBSM/M/Klemm,Va 1261,Va 1261,1827,[Friedrich Gottlieb] Klopstocks Oden : , : ,,,,,,,,,,,1,02
99796877X,L-1823-165348925,Afl,DBSM/M/Klemm,Va 4331,Va 4331,1823,[Friedrich Gottlob] Klopstocks sämmtliche Werke,1. : Oden. - Bd. 1,,,,,,,,Mit hs. Eignerverm.,,,1,02
997969199,L-1823-165349387,Afl,DBSM/M/Klemm,Va 4331,Va 4331,1823,[Friedrich Gottlob] Klopstocks sämmtliche Werke,2. : Oden. - Bd. 2,,,,,,,,Mit hs. Eignerverm.,,,1,02
997969229,L-1823-165349425,Afl,DBSM/M/Klemm,Va 4331,Va 4331,1823,[Friedrich Gottlob] Klopstocks sämmtliche Werke,3. : Der Messias. - Bd. 1,,,,,,,,Mit hs. Eignerverm.,,,1,02
997969245,L-1823-16534945X,Afl,DBSM/M/Klemm,Va 4331,Va 4331,1823,[Friedrich Gottlob] Klopstocks sämmtliche Werke,4. : Der Messias. - Bd. 2,,,,,,,,Mit hs. Eignerverm.,,,1,02
997969334,L-1823-165349549,Afl,DBSM/M/Klemm,Va 4331,Va 4331,1823,[Friedrich Gottlob] Klopstocks sämmtliche Werke,5. : Der Messias. - Bd. 3,,,,,,,,Mit hs. Eignerverm.,,,1,02
