idn,bbg,tit_a,tit_d,tit_Y,stuecktitel_l,stuecktitel_a,f4243,f4256,f4241,f4105_9,f4105_g
1003880878,Aal,"Johannis Pauli Felwinger/ Professoris Altdorphini, Dissertationes Politicae",Series Materiarum post Praefationem reperietur ; Cum indice Rerum & Verborum locupletissimo,,,,,,,,
1003881122,Aal,"Decreta diplomata, privilegia aliqua ...","ab anno, 1620 usque, ad annum 1629 ; ex cancellaria aulica imperii ...",,,,,,,1262276209,Qd
1003881777,Aal,Per le Auguste Nozze di S. A. I. e R. il granduca Ferdinando di Toscana con S.A.R. la principessa Maria di Sassonia,,,,,,,,,
1003888380,Aal,Jo[annis] Ferrarii Montani Annotationes in institutiones Justiniani,,,,,,,,,
1003888895,Aal,[Rerum Romanorum libri IV.],,,,,,,,,
1003889107,Aal,Chirii Consulti Fortunatiani Dialectica,,,,,,,,,
100388962X,Aal,"Pompa funebris optimi potentissimq[ue] principis Alberti Pii, Archiducus Austriae ...",,,,,,,,,
100389013X,Aal,The @Works of Benjamin Franklin,,,,,,,,,
1003890490,Aal,Mémoires pour servir a lʹhistoire de Brandebourg,,,,,,,,,
1003890725,Aal,"Christoph Fürers von Haimendorff, Ritters, Deß Eltern geheimen Rahts/ vordersten Losungers/ Schultheissen/ und Obristen Kriegshaubtmanns der Stadt Nürnberg/ auch des löblichen Fränkischen Kraises Kriegsrahts Reis-Beschreibung. In Egypten/ Arabien/ Palästinam/ Syrien/ etc.mit beygefügter Landtafel/ und derselben Erklärung",,,,,,,,1139218913,Qd
1003891322,Aal,Volrad Fürstenholds Politisches Bedenken Über das Eigenhändige Unterschreiben Grosser Herren ...,,,,,,,,,
100389139X,Aal,Cl. Galeni De Crisibus libri tres,,,,,,,,1262281903,Qd
1003891535,Aal,Claudii Galeni Pergameni De Differentiis febrium libri duo,,,,,,,,1262281903,Qd
1003891667,Aal,Claudii Galeni ... de morborum et symptomatum differentiis et causis libri sex,,,,,,,,1262281903,Qd
1003892930,Aal,Clavdii Galeni De simplicivm medicamentorvm facvltatibvs libri XI,,,,,,,,,
100389321X,Aal,CL. Galeni Pergameni de naturalibus facultatibus libri tres,,,,,,,,1262280885,Qd
1003893333,Aal,"Cl[audii] Galeni Methodi medendi, vel de morbis curandis libri 14",,,,,,,,,
1003893422,Aal,"Prodictiones [!] siue pronostica Hyppocratis cum commentariis Claudii Galeni, interprete Laurentio Laurentiano florentino, viro clarissimo",,,,,,,,,
1003893554,Aal,"GALENI PER||GAMENSIS, MEDICO||rum omniu ferè princi=||pis, de sanitate tuenda li||bri sex, interprete Tho=||ma Linacro Anglo: é#[que]",,,,,,,,,
1003893767,Aal,Claudii Galeni Pergameni de sanitate tuenda libri sex,,,,,,,,1262280885,Qd
1003894267,Aal,A. Gellii Viri disertissimi Noctium atticarum libri XX,"summa accuratione Joannis Connelli, Carnotensis, ad recognitionem Beroaldinam repositi, cum alphabetico indice",,,,,,,,
1003894852,Aal,"AVLI GEL-||LII LVCVLEN-||TISSIMI SCRI=||PTORIS,|| NOCTES ATTICAE.|| ACCESSERVNT ERVDITIS=||simi uiri Petri Mosellani in easdem perdoctae anno||tationes ... ||",,,,,,,,,
1003894925,Aal,Genealogia synoptica illustrissimae domus Marchionum Brandenburgensium,Ex probatis Autoribus & monumentis publicis collecta & continuata usq[ue] ad praesentem Annum 1610,,,,,,,1141698420,Qd
1003895042,Aal,Vermehrtes Kirchen- und Haus-Gesangbuch für Neu-Vorpommern und Rügen,Mit landesobrigkeitlicher Genehmigung ausgefertigt ; Nebst einem erbaulichen Gebetbuche ; Mit landesherrlichem Privilegio,,,,,,,,
1003895115,Aal,Gesangsbuch zum gottesdienstlichen Gebrauche der Reformirten Gemeinden in Kurpfalz,,,,,,,,,
1003895220,Aal,Neu Lüneburgisches Gesangsbuch ...,,,,,,,,1262274907,Qd
1003895336,Aal,"Neu vermehrtes Sondershaeusisches Gesang-Buch, in welchem D. Martin Luthers, Gerhards, auch anderer ... Lieder ... zu finden ...",Deme beygefügt Ein geistreiches Gebet-Buch ...,,,,,,,,
1003895549,Aal,[Wernigerödisches Gesangbuch,,,,,,,,,
1003897053,Aal,"Antiquae Historiae ex 27 autoribus contextae libri 6, totidem solennes temporum epochas continentae",,,,,,,,1140935909,Qd
1003897894,Afl,Gottfried,Johann Ludwig,"Johann Ludwig Gottfrieds historische Chronik oder Beschreibung der merckwürdigsten Geschichte, so sich von Anfang der Welt bis auf das Jahr Christi 1743 zugetragen",Theil 1[-8],,,,,,
1003898033,Aal,Epistole ex registro beatissimi Gregorij pape primi. Cum inhibitione sanctissimi B.B. Iulij pape 2. sub pena excomunicationis late sententie,quam contrafacientes ipso facto incurrant: facta anno Domini 1505 ...,,,,,,,,
100389819X,Aal,"Divi Gregorii Nazianzeni Theologi, Poemata Quaedam Selectiora In usum studiorum Graecae linguae & sincerae pietatis seorsum edita pro Scholis Lunaeburgensi ; Addita est doctorum virorum interpretatio, maximam partem metrica",,,,,,,,,
1003898483,Aal,"D. Gregorii Nyssae pontificis, Magni Basilii fratris, Doctissimus in hexaemeron commentarius. Aliquot tum eiusdem, tum aliorum auctorum orationes pulcherrimae, quarum argumenta in proxima pagina perspicies. Gregorij, rerum admirabilium effectoris, de anima libellus",,,,,,,,,
100389867X,Afl,Gros de Besplas,Joseph-Marie-Anne,Les @Causes du bonheur public ,Tome 1,,,,,,
1003899099,Afl,,,Grübels sämmtliche Werke,1,Enthaltend das erste und zweite Bändchen,,,,,
1003899129,Afl,,,Grübels sämmtliche Werke,2,Enthaltend das dritte und vierte Bändchen,,,,,
1003899196,Afl,,,Grübels sämmtliche Werke,3,Enthaltend das fünfte und sechste Bändchen,,,,,
100389948X,Aal,"Heilige Andachts-Flammen Eines Würdigen Communicanten Bey der Liebes-Tafel Jesu, erwecket",,,,,,,,,
100389951X,Aal,"Mespris de la cour, et louange de la vie rustique",,,,,,,,,
1003899994,Aal,Christliche Gebete ...,Nebenst D. Martini Lutheri ... Liedern und Psalmen,,,,,,,,
1003900119,Aal,Primordia superioritatis territorialis Saxonicae ex antiquis Saxonum et Francorum rebus erta ...,,,,,,,,,
1003900801,Aal,Heliodori Aethiopicorum libri X,Ad fidem Mss. ab Hieronymo Commelino emendati,,,,,,,,
1003900852,Aal,Gewissens Spiegel aller Eigennützigen Käuffer und Verkäuffer ...,,,,,1063486718,,,,
100390162X,Aal,"Hesiodi Ascraei quae extant. Daniel Heinsivs interpretationem haud paucis locis emendavit. Introductionem in Opera [et] Dies, in qua Hesiodi philosophia nunc primum exponitur, notas item addidit",,,,,,,,,
1003901972,Aal,"De Notis naturalibus, genitivis et gentilitiis meditatio historica ... Harum Appellationes Varias, Originem, Causas, Genera, Prout Nunc Gentibus, nunc singularibus Imperatorum, Regum, Principum & Heroum personis, imo & integris Familiis ... exhibens",,,,,,,,1141698420,Qd
100390291X,Aal,Homēru Odysseia,"Eiusdem Batrachomyomachia, & Hymni",,,,,,,,
100390307X,Aal,Quinti Horatii Flacci Opera,,,,,,,,,
1003903347,Aal,"QVINTI HORACII FLACCI DE DIVINA|| Poetarum Arte, non minus elegans ~#[qui] omni|| eruditione refertum opus ad Pisones|| cunctis ad prime necessarium.|| Eiusdem Carmen seculare per~#[qui] iucundum.|| ...||",,,,,,,,,
1003914896,Afl,Houtteville,Claude-François,"La @Religion, chrétienne prouvée par les faits",Tome 3,,,,,,
1003915108,Aal,Jesus meine Liebe gecreutziget ... in 59 ... Andachten,,,,,,,,,
1003915280,Aal,"Pensées théologiques, relatives aux erreurs du temps",,,,,,,,,
1003915418,Aal,"Chymische Versuche und Entdeckungen zur Ersparung einer großen Menge Getreides, zur Erleichterung u. Erweiterung der Viehzucht u. zur Verhüthung einer Hungersnoth",,,,,,,,,
1003918441,Hal,"Interruption du sommeil cabbalistique ou les desuoilement des tableaux mistiques de lʹantiquité, ou Lachrysologie chimique",,,,,,,,,
1003919030,Aal,Scala paradisi,,,,,,,,1149377879,Qd
1003919219,Aal,Rasselas,,,,,,,,,
1003919650,Aal,"Grüssauisches Josephbuch, welches zu Vermehrung der Andacht gegen die heilige erschaffene Dreyfaltigkeit Jesus, Maria, Joseph, und zu sonderbarem Gebrauche, der im fürstlichen Stifte Grüssau errichteten Brüderschaft zusammengetragen",,,,,,,,,
1003919804,Alxo,"Francisci Junii F.F. Catalogus architectorum, mechanicorum, sed praecipue pictorum, statuariorum, caelatorum, tornatorum, aliorumque artificum, & operum, quae fecerunt, secundum seriem literarum digestus, nunquam antehac editus",,,,,,,1003920195,,
1003920195,Aal,"Francisci Junii F. F. de Pictura Veterum libri tres ... accedit Catalogus, adhuc ineditus, Architectorum, Mechanicorum ...",,,,,,,,,
1003920497,Afl,Jurieu,Pierre,Histoire du Calvinisme & celle du Papisme mises en parallele,Pt. 1,,,,,,
1003921124,Afl,,,Corpus iuris civilis,Tomus II,Codicis Iustiniani D.N. Sacratissimi Principis PP. AVG. Repetitae praelectionis libri XII,,,,,
1003921310,Aal,Institutiones imperiales,,,,,,,,,
1003921566,Aal,D. Ivnii Ivvenalis Satyrarvm libri V,,,,,,,,1262280389,Qd
1003921698,Aal,D. Jun. Juvenalis et Auli Persii Flacii Satyrae,,,,,,,,,
1003921752,Afl,Königlich Bayerischer Haus-Ritter-Orden vom Heiligen Michael,,Kalender des Hochadelichen Baierischen Hausritterordens der Beschützer Göttlicher Ehre unter dem Schutze des Heiligen Erzengels Michael,1801,,,,,,
1003921965,Aal,Christlicher Seelen-Schatz Außerlesener Gebetter,,,,,,,,,
1003922198,Aal,Ander Theil der zwölff Andachten/ Darinnen begriffen/ die Geistliche Kampffschul,Welcher massen ein Christlicher Ritter/ durch hülff und beystand Gottes des H. Geistes/ die Müheseligkeit dieses zeitlichen Lebens erdulden ... und die unvergengliche Krone der ewigen Seligkeit ... mit gedult und frewden erlangen möge,,,,,,,,
1003922767,Afl,,,Kern der Kerkelyke Historie,Deeltje 1 - 2,,,,,,
1003923070,Aal,Die @Körners-Eiche und Die deutschen Frauen,zwei Gedichte,,,,,,,,
1003923704,Aal,Résurrection et Triomphe de la Polette. Dédié à Messieurs les Officiers de France[Texte imprimé] ,,,,,,,,,
1003923860,Aal,L. Coelii Lactantii Firmiani diuinarū Institutionū lib. VII,"De ira Dei Liber I; De opificio Dei  Liber I; Epitome in libros suos, liber acephalos; Carmen de Phoenice ; Resurrectione dominica; Passione Domini",,,,,,,,
1003924077,Aal,"Samuelis Latochii secundi, Cognomento Sommerhelti ...Laurifolia, sive carminum lib. XII. ...",,,,,,,,,
1003924220,Afl,,,Laure ou lʹAmour et les systèmes,Tome 1,,,,,,
1003924484,Aal,"[Leichenpredigt auf Georgius Dober, Bürgermeister zu Ölsnitz, gest., am Himmelfahrtstage 1599]",,,,,,,,1262275857,Qd
1003925251,Aal,De @Legende van den Geusen Troubele over Zeelant ...,1572 Ende 1573 door een roomsch Catholyk Tijdgenoot,,,,,,,,
1003925332,Aal,"Scriptores Rervm Brunsvicensium illvstrationi inservientes, antiqvi omnes et religionis reformatione priores: Opvs, in qvo nonnvlla chronica hvivs vicinarvmqve regionvm et vrbivm episcopatvvmqve ac monasteriorvm, praesertim Ostfaliae res etiam atestinorvm Lonogbardiae, et Gvelforvm Svperioris Germaniae; Vitae item hominvm illvstrivm avt principivm ...",,,,,,,,,
1003925723,Afl,Lessing,Gotthold Ephraim,G[otthold] E[phraim] Lessingʹs gesammelte Werke,Bd. 6.,,,,,,
1003925898,Aal,"Neues Liederbuch für frohe Gesellschaften, enthaltend die besten teutschen Gesänge zur Erhöhung geselliger Freuden",,,,,,,,,
100392705X,Aal,Jo. Petri Lotichii De Opinione Oratio,,,,,,,,,
1003927556,Afl,Lotichius,Johann Peter,"Jo. Petri Lotichii Rerum Germanicarum, sub Matthia, Ferdinandis II. & III. Impp. gestarum, libri LV.","1,2",Liber XIX-LV,,,,,
1003927602,Afl,Lotichius,Johann Peter,"Jo. Petri Lotichii Rerum Germanicarum, Sub Matthia, Ferdinandis II. & III. Impp. gestarum, Libri .... Excurrens Libris LXII. Quibus Dicta, Factaque ... recensentur","2,1",Liber I-XXX,,,,,
100392767X,Afl,Lotichius,Johann Peter,"Jo. Petri Lotichii Rerum Germanicarum, Sub Matthia, Ferdinandis II. & III. Impp. gestarum, Libri .... Excurrens Libris LXII. Quibus Dicta, Factaque ... recensentur","2,2","Ab excessu Ferdinandi II. Imperatoris, Liber I-XXXII",,,,,
1003927939,Aal,"M.[arci] Annaei Lucani Pharsalia, sive de bello civili Caesaris et Pompeii Lib. X.",,,,,,,,,
1003928005,Aal,De rerum natura,,,,,,,,,
1003928617,Aal,Martin Luthers Kleiner Catechismus ...,vom Ministerio zum H. Creutz in Dreßden ... erläutert ... und ... in Kirchen u. Schulen zum allgemeinen Gebrauch eingeführet ...,,,,,,,,
1003929176,Aal,"Macrobii Ambrosii Aurelii Theodosii viri consularis & illustris in Somnium Scipionis, Lib. II., Saturnaliorum, Lib. VII",,,,,,,,,
1003929311,Aal,"COMMENTARIORVM|| VRBANORVM RAPHAELIS VOLATER||RANI, OCTO ET TRIGINTA LIBRI, ACCVRATIVS QVA`M|| antehac excusi, praemissis eorundem Indicibus secundum To=||mos ut ab autore conscripti fuerunt: quibus accessit nouus,|| res ac uoces in Philologia explicatas demon=||strans, quo superiores editiones ca=||rebant hactenus.|| Item Oeconomicus Xenophontis, ab eodem Latio donatus.||",,,,,,,,,
1003929516,Aal,Mare libervm sive de ivre qvod Batavis competit ad Indicana commercia dissertatio,,,,,,,,,
1003929710,Aal,Belisario del Signor Marmontel,,,,,,,,,
1003936539,Aal,M. Val. Martialis Epigrammaton libri XIIII,"ex fide vetustissimorum exemplarium, quanta fieri potuit cura vigilatiaq., nunc recens emendati",,,,,,,,
1003937128,Aal,"Martiani ... Capellae ... satyricon, in quo De nuptiis Philologiae & Mercurii libri duo, & De septem artibus liberalibus libri singulares",,,,,,,,,
100393739X,Aal,Margarita decreti seu tabula martiniana decreti,,,,,,,,,
1003937853,Aal,Singularia plurimorum doctorum,(ex utroque iure),,,,,,,,
1003938116,Aal,Die @Figur der Erden,,,,,,,,1262272882,Qd
1003938426,Aal,"CORONA=||TIO CAROLI .V.|| CAESARIS AVG. APVD|| AQVISGRANVM,|| PER|| Hartmannum Maurum Hermanni Archiepiscopi|| Colonien. Consiliarium, qui ei coronationi inter=||fuit, descripta.|| Sabinus Electionem et consilia: hic rei gestae in coro=||natione, ac pompae celebritatem continet.|| [v. Philipp Melanchthon](acceßit iam recèns ad calcem gestorum eius=||dem Caroli .V. Caesaris ab initio Imperij, usq; huc|| compendiosa ac perstricta relatio, per|| NICOLAVM MAMERANVM|| Lucemburgensem.||)",,,,,,,,,
100393904X,Afl,Melanchthon,Philipp,"In M. T. Ciceronis epistolas, quae familiares vocantur, argumenta ...",Tom 2,"IN M. T. CICE=||RONIS EPISTOLAS,|| QVAE FAMILIARES VOCAN-||TVR, ARGVMENTA, QVAE TVM ORDI-||nem scriptorum, & seriem Historiarum,|| tum locos Rhetoricos complectuntur, ex",,,,,
1003939422,Aal,Grammatica Philippi Melanchthonis recogn. et locupletata,accessit tractatus de orthographia recens,,,,,,,,
1003940358,Aal,"CHRONOLOGIA.|| HOC EST,|| TEMPORVM DE=||MONSTRATIO EXACTISSIMA, AB|| INITIO MVNDI, VSQVE AD ANNVM DOMI-||NI M.D.LXVIII. EX ECLIPSIBVS ET OBSERVATIONIBVS ASTRONOMI=||cis omnium temporum, sacris quoq; Biblijs, et optimis quibusq; Scri=||ptoribus summa fide concinnata.|| AVCTORE|| GERARDO MERCATORE,|| Illustriss.Ducis Iuliae, Cliuiae, Bergis, &c.|| Cosmographo.||",,,,,,,,,
1003940870,Afl,Merian,Matthaeus,"Topographia Galliae, Oder Beschreibung und Contrafaitung der vornehmbsten/ und bekantisten Oerter/ in dem mächtigen/ und grossen Königreich Franckreich",Theil 1 - 5,,,,,,
1003941494,Aal,Mariae Sibillae Merian Dissertatio de generatione et metamorphosibus insectorum Surinamensium ...,,,,,,,,,
1003941842,Aal,De @Europische Insecten ...,"bygevoegt ... Beschryving van de Planten, in dit Werk voorkomende ...",,,,,,,1262273439,Qd
1003942393,Aal,Maria Sybilla Meriaen Over de Voortteeling en wonderbaerlyke Veranderingen der Surinaamsche Insecten ...,Benevens een Aenhangsel van ... Visschen in Kikvorschen ...,,,,,,,1262273439,Qd
1003942571,Aal,"Novae regionum aliquot amaenissimarum delineationes, aeri incisae",,,,,,,,1262276780,Qd
1003943012,Aal,Novae regionum aliquot amaenissimarum delineationes,"ex naturali locorum positu desumptae, et aeri incisae",,,,,,,1262276780,Qd
1003943349,Aal,Möglichst kürtzeste/ jedoch gründliche Genealogische Herführung/ Von uralter Her- und Ankunfft Beyder Hoch-Fürstlichen Häuser Baden und HolsteinBeneben einer kurtzen Beschreibung der solemnen Heimführung in die Fürstliche Residentz Carolsburg: Nach gehaltenem Hochfürstl. Beylager zu Gottorff in Holstein/ Deß ... Herrn Friederich Magnusen/ Marggrafens zu Baden und Hochberg/ [et]c. [et]c. Mit ... Princessin Augusta Maria/ Hertzogin zu Schleßwig und Holstein/ [et]c. [et]c. Sampt etlich Hoch-Fürstl. Personen Lebens-Abbildungen/ und einem gantz neu erfundenen Stammen-Baum ...,,,,,,,,,
1003943853,Aal,Jahreszeiten,12 Monate,,,,,,,,
1003944124,Aal,"Topographia Alsatiae, &c. Das ist/ Beschreibung unnd eygentliche Abbildung der vornehmbsten Stätt und Oerther/ im Obern und Untern Elsaß/ auch den benachbarten Sundgöw/ Brißgöw/ Graffschafft Mümpelgart/ unnd andern Gegenden",,,,,,,,,
1003945481,Aal,Topographia Provinciarum Austriacarũ ...,das ist Beschreibung Und Abbildung der fürnembsten Stätt ... in den Österreichischen Landen,,,,,,,1144984351,Qd
1003945953,Aal,"Topographia Bavariae das ist Beschreib: und Aigentliche Abbildung der Vornembsten Stätt und Orth, in Ober und NiederBeyern, Der ObernPfaltz, Und andern, Zum Hochlöblichen Bayrischen Craiße gehörigen, Landschafften",,,,,,,,,
1003946658,Aal,"Topographia Bohemiae, Moraviae Et Silesiae das ist, Beschreibung und eigentliche Abbildung der Vornehmsten, und bekandtisten Stätte, und Plätze, in dem Königreich Boheim und einverleibten Landern, Mähren, und Schlesien",,,,,,,,,
1003946844,Aal,"Topographia und Eigentliche Beschreibung Der Vornembsten Stäte, Schlösser auch anderer Plätze und Örter in denen Hertzogthümer[n] Braunschweig und Lüneburg, und denen dazu gehörende[n] Grafschafften Herrschafften und Landen",,,,,,,,,
1003947328,Aal,Topographia Circuli Burgundici: Das ist/ Beschreibung deß Burgundisch- und Niederländischen Craises; Oder der XVII. Niederländischen Provintzen/ und was denselben einverleibet istZusampt der Graffschafft Hoch-Burgund: derselben allerseits Stätte/ auch andere vornehmen in solchen Ländern sich befindenden Oerther,,,,,,,,,
1003947638,Aal,"Topographia Franconiae, Das ist/ Beschreibung, Und Eygentliche Contrafactur der Vornembsten Stätte/ Und Plätze des Franckenlandes/ und Deren/ die Zu Dem Hochlöblichen Fränkischen Craiße gezogen werden",,,,,,,,,
1003948243,Aal,"Topographia Hassiae et Regionum Vicinarum. Das ist Beschreibung der vorne[m]bsten Stätte und Plätze in Hessen, und den benachbahrten Landtschaften, als Buchen, Nassau, Wetteraw, Westerwaldt, Wittgenstein, Lohngaw, und andern",,,,,,,,1144987067,Qd
1003948413,Aal,"Topographia Helvetiae, Rhaetiae, Et Valesiae, Das ist, Beschreibung und Eigentliche Abbildung der Vornembsten Stätte und Plätz in der Hochlöblichen Eydgnoßschafft, Grawbündten, Walliß, und etlicher Zugewanten Orten",,,,,,,,,
1003948715,Aal,"Topographia Italiae, Das ist: Warhaffte und Curiöse Beschreibung Von gantz Italien/ Darinnen nach Historischer Warheit/ die berühmtesten Städte/ Vestungen/ Marckflecken und andere Oerter/ sampt ihren Antiquitäten; auch was sich sonsten merck- und denckwürdiges ... zugetragen/ ... angemercket wird ",Deme beygefügt/ Eine kurtze und außführliche Beschreibung derer im Königreich Morea befindenden vornehmsten Städte und Plätze ...,,,,,,,,
1003949487,Aal,"Topographia Archiepiscopatuum Moguntinensis, Trevirensis, et Coloniensis, Das ist Beschreibung der Vornembsten Stätt und Plätz, in denen Ertzbistumen Mayntz, Trier, und Cöln",,,,,,,,1144984440,Qd
1003950051,Aal,"Topographia Palatinatus Rheni et Vicinarum Regionum Das ist, Beschreibung und Eigentliche Abbildung der Vornemsten Statte U[nd] Plätz der Untern Pfaltz am Rhein Und Benachbarten Landschafften, als der Bistümer Wormbs Und Speyer, der Bergstraß, des Wessterreichs, Hundrücks, Zweybrüggen, etc:Sampt einer Zugabe Ettlicher des H. Röm. Reichs Zu dem OberReinischen Cräyß gezogenen Ständen, alß Bisantz, Metz, Tull, Verdun, Lothringen, Savoyen, etc:",,,,,,,,1144984440,Qd
1003950183,Aal,Topographia Saxoniae Inferioris,das ist Beschreibung der vornehmsten Stätte vnnd Plätz in dem hochl. Nider Sachß. Crayß,,,,,,,,
1003950396,Aal,"M.Z. @Topographia Superioris Saxoniae Thüringiae/ Misniae Lusatiae etc: Das ist Beschreibung der Vorn[embste]n und Bekantesten Stätt/ und Plätz/ in Churfürstenthum Sachsen/ Thüringen/ Meissen, Ober und NiderLaußnitz und einverleibten Landen; auch in andern Zu dem Hochlöblichsten Sächsischen Craiße gehörigen Fürstentumen (.außer Brandenburg und Pommeren)/ Graff: und Herrschafften/ etc:",,,,,,,,,
1003960766,Aal,"Topographia Sueviae das ist Beschreib: und Aigentliche Abcontrafeitung der fürnembste[n] Stätt und Plätz in Ober und Nider Schwaben, Hertzogthum Würtenberg Marggraffschafft Baden und andern zu dem Hochlöbl: Schwabischen Craiße gehörigen Landtschafften und Orten",,,,,,,,,
1003961096,Aal,"Topographia Westphaliae. Das ist, Beschreibung der Vornembsten, und bekantisten Stätte, und Plätz, im Hochlöbl: Westphälischen Craiße",,,,,,,,,
1003961193,Afl,,,Der @neue teutsche Merkur,Dritter Band,,,,,,
1003961312,Aal,"Fasciculus myrrhae et thuris, seu orationes novae ad Christum, Christiparam & Coelites",,,,,,,,1262276454,Qd
1003961460,Aal,"Monita sapientiae christianae, ad mores, et vitae spiritualis officia ...",,,,,,,,1262276454,Qd
1003961746,Aal,Misal romano completo con un suplemento de los santos de España y otros reinos,,,,,,,,,
100396205X,Afl,,,Les @Oeuvres de monsieur de Molière [Poquelin dit],Tom. 4,,,,,,
100396219X,Aal,Petri Montii exercitiorum atque artis militaris collectanea in tris libros distincta,,,,,,,,,
1003962432,Aal,Arma patientie cõtra om?s,,,,,,,,1138244880,Qd
1003962874,Aal,Der @Neu=Sprossende Teutsche Palmbaum,"oder ausführlicher Bericht, Von der Hochlöblichen Fruchtbringenden Gesellschaft, ... samt ... Verzeichnüß aller dieses Palmen-Ordens Mitglieder ... Von dem Sprossenden [d.i.:] Georg Neumark",,,,,,,,
1003962998,Aal,Arbo#[rum] triu con=||sanguinitatis. affinitatis. co=||gnatõis#[que] spualis lectura notatu digna Magistri benemeri||ti Nicasij de woerda bonaru artiu. necnõ iuris catholici do||ctoris consultissimi. sacraru#[que] litteraru licenciati profundissi/||mi. vna cu additionib#[us] nouis ... (#[pro] venerabi||lem septenariu artiu magistru benemeritu Johãn? Stehelin pastorem in || Oberßdorff collecu ...||),,,,,,,,,
1003963188,Aal,Beatissimi patris Nili Episcopi et martyris antiquissimi Sententie morales e greco in latinum verse,,,,,,,,,
1003963242,Aal,"Officivm Beatæ Mariæ virginis, Pii V. Pont. Max. iussu editum",nunc pluribus quam hactenus vmquam figuris æneis illustratum,,,,,,,,
1003963382,Aal,L ʹ@Officio di Maria vergine madre di Dio,"Trasportato dalla latina allʹitaliana lingua per comandamento della Sacra Cesarea Real Maestra di Eleonora Augusta, regina di Boemia, e dʹHungaria",,,,,,,,
100396365X,Aal,"Ordonnance, statvt et placcart de noz sovverains seignevrs et princes les archidvcqz dʹAustrice, dvcqs de Brabant &c. Sur le faict de l'Imprimerie, vente & apport de plusieurs sortes de Liures, Refrains, & Images en ce Pays de pardeça",,,,,,,,,
100396401X,Afl,Ovidius Naso,Publius,[Werke],[1.],P[ublii] Ovidii Nasonis Fastorum libri,,,,,
1003964117,Afl,Ovidius Naso,Publius,[Werke],[2.],P[ublii] Ovidii Nasonis Epistolarum Heroidum liber,,,,,
1003964338,Aal,Pub[lii] Ovidii Nasonis opera,,,,,,,,,
1003964591,Afl,Ovidius Naso,Publius,"P. Ouidij Nasonis uita per Aldum ex ipsius libris excerpta. Heroidum epistolae. Amorum libri 3. De arte amandi libri 3. De remedio amoris libri 2. De medicamine faciei. Nux. Somnium. Pulex & Philomela, quamuis Ouidij esse dicantur, non magis tamen ipsiussunt, quam Sabini tres illae, quae illi ascribuntur, epistolae ...",3.,"Quae Hoc Volumine Continentur: Annotationes in omnia Ovidii opera, Index fabularum, et caeterorum, quae insunt hoc libro secundum ordinem alphabeticum, Ovidii Metamorphoseon Libri XV",,,,,
1003964729,Aal,"Hercules Prodicius seu Carolus Juliae, Cliviae ac Montium Princeps in Joanne Wilhelmo Comite Palatino Rheni nepote post saeculum redivivus",,,,,,,,,
1003964869,Aal,"De originibus rervm libellvs avthore Gulielmo Pastregico Veronense. In quo agitvr de scriptvris virorum illustrium. De fundatoribus Vrbium. De primis rerum nominibus. De inuentoribus rerum. De primis dignitatibus. Deque magnificis institutionibus. Expurgatus omni errore atque litura, nunc primum è tenebris eductus in lucem, in suffragium studentium à Michaelangelo Blondo, solerti rerum exploratore",,,,,,,,,
1003964966,Aal,"De discorsi del reuerendo monsignor Francesco Patritij sanese vescouo gaiettano, sopra alle cose appartenenti ad una città libera, e famiglia nobile; tradotti in lingua toscana da Giouanni Fabrini fiorentino, à beneficio de figliuoli di messer Antonio Massimi nobile romano, m. Domenico, e m. Horatio, libri noue",,,,,,,,,
1003965261,Aal,De la vita di fra Niccolo' di Longobardi,religioso oblato professo de la provincia di San Francesco di Paola dell'Ordine de' Minimi,,,,,,,,
1003965326,Aal,"Philippvs Decivs in tit. ff. de regvlis ivris cum additionibus D. Hieronymi Cuchalon Hispani, vnaque recens analyticis adnotationibus D. Gabrielis Saraynae Iuriscon. Veronensis, in communem ciuislibet Causidici Iurisque studiosi vtilitatem","His accesit hac postrema editione Index, multò, quàm anteà, locupletior",,,,,,,,
1003965482,Kal,Environs de Paris,,,,,,,,,
1003965652,Aal,"Director spiritualis, seu modus dirigendi animas in via perfectionis christianae ...",,,,,,,,,
1003965776,Aal,F. Hectoris Pinti Lvsitani Hieronymiani in Ezechielem prophetam commentaria,,,,,,,,1149267690,Qd
1003965865,Aal,"Ad invictissimvm, ac aeque gloriosissimum & sacratis. Monarcham, Diuu, D. Rvdolphvm II ... Vincentij Pistalocij ... in bellico ... contra immanissimum tyrannum Turcam ... oratio",,,,,,,,,
1003965970,Qdl,Papiere von Johann Karl Wezel wider D. Ernst Platnern,[Sammelband zum Streit von Johann Karl Wezel und D. Ernst Platner],,,,,,,,
1003966012,Aal,Epynomis: id=||est: legu app?dix v#[l] phyloso||phus Platonis: De vera|| sapi?tia et humana foe||licitate nõ tam vtilis|| #[qua...] necessarius.||,,,,,,,,,
1003966098,Aal,Brevissima maxmieque [!] compendiaria co[n]ficiendarum epistolarum formula,"studiosae juventuti admodum utilis ; ac necessaria, nunc primum typis excusa prodit in lucem ; Adijciuntu epistole due ex Plinio in genere demonstratiuo",,,,,,,,
